Depth (mbsf),GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
245.364,60.65383,2.117496,1.729134,1.783984,1.644848,1.658784,1.663181,1796.953
245.5164,62.90799,2.110431,1.724102,1.765368,1.636189,1.651402,1.655339,1792.865
245.6688,63.50775,2.100582,1.719457,1.753579,1.633885,1.643889,1.644376,1790.825
245.8212,64.03439,2.102239,1.720376,1.767617,1.647331,1.658469,1.659296,1792.865
245.9736,61.93068,2.101007,1.720514,1.768711,1.655945,1.667066,1.669304,1792.865
246.126,61.75943,2.106652,1.720124,1.776502,1.657667,1.668091,1.672216,1792.865
246.2784,62.96599,2.112991,1.721408,1.768227,1.660851,1.670839,1.674017,1796.953
246.4308,65.32314,2.109093,1.723035,1.771646,1.661429,1.670939,1.674693,1796.953
246.5832,64.59593,2.121876,1.719303,1.771732,1.654692,1.663862,1.665707,1794.905
246.7356,62.1134,2.130097,1.718678,1.777152,1.637752,1.649397,1.649241,1796.953
246.888,59.95476,2.130226,1.724525,1.782048,1.636679,1.645974,1.644016,1799.002
247.0404,58.7511,2.098492,1.725471,1.7971,1.645947,1.652538,1.648808,1799.002
247.1928,58.74827,2.098814,1.733788,1.803788,1.649591,1.655099,1.654049,1802.093
247.3452,59.90171,2.107012,1.755688,1.821754,1.665486,1.668465,1.66647,1807.257
247.4976,58.69601,2.101637,1.764501,1.81451,1.6759,1.683042,1.684033,1813.503
247.65,60.60244,2.099087,1.788098,1.833942,1.687578,1.696248,1.698443,1817.677
247.8024,59.40096,2.099114,1.810606,1.853585,1.681704,1.695359,1.702981,1817.677
247.9548,60.72577,2.096569,1.821613,1.874156,1.675084,1.688974,1.696305,1817.677
248.1072,60.25151,2.106023,1.853208,1.883936,1.690463,1.703545,1.702178,1817.677
248.2596,62.3579,2.112971,1.867621,1.896367,1.713166,1.726644,1.722428,1815.585
248.412,61.46142,2.108263,1.888961,1.931107,1.732957,1.744175,1.738362,1813.494
248.5644,62.02153,2.106464,1.913887,1.946223,1.754943,1.763099,1.761857,1811.412
248.7168,60.78522,2.118525,1.911474,1.956001,1.776619,1.778661,1.778385,1809.329
248.8692,62.60574,2.112458,1.943305,1.969493,1.82077,1.826976,1.830977,1811.412
249.0216,61.21671,2.097241,1.939544,1.976333,1.825794,1.835859,1.841078,1815.585
249.174,62.90439,2.090376,1.944949,1.983551,1.805375,1.806898,1.808399,1829.356
249.3264,64.05538,2.106946,1.954509,1.999845,1.822119,1.821297,1.810763,1841.035
249.4788,67.14116,2.113141,1.975759,2.03172,1.845185,1.846446,1.830418,1841.035
249.6312,66.23698,2.117858,1.989752,2.038924,1.875719,1.872,1.862316,1843.191
249.7836,64.6948,2.108867,1.991577,2.075186,1.883726,1.87148,1.864356,1848.599
249.936,63.73759,2.09402,1.990317,2.084314,1.922291,1.922045,1.918361,1861.749
250.0884,62.98277,2.066867,1.988625,2.102456,1.963541,1.981035,1.973392,1880.623
250.2408,64.63778,2.049805,2.001244,2.138413,1.80465,1.827042,1.843127,1885.09
250.3932,66.54542,2.05315,2.020785,2.153275,1.730182,1.738279,1.763986,1856.526
250.5456,68.20135,2.074019,2.034906,2.157081,1.719962,1.71211,1.730601,1804.582
250.698,68.3203,2.080495,2.082992,2.182657,1.745801,1.752393,1.776643,1768.751
250.8504,65.08172,2.080191,2.138696,2.235461,1.737712,1.769383,1.802489,1762.783
251.0028,66.22826,2.083165,2.245834,2.298861,1.710511,1.757044,1.793979,1760.82
251.1552,65.40504,2.067816,2.350149,2.36436,1.715644,1.76028,1.809616,1753.957
251.3076,65.07915,2.064305,2.414116,2.424171,1.773706,1.820017,1.89668,1751.029
251.46,62.1302,2.063492,2.418822,2.450881,1.781875,1.834444,1.92492,1752.979
251.6124,61.78129,2.062954,2.432701,2.489203,1.753496,1.824142,1.918381,1754.929
251.7648,62.48955,2.067747,2.400424,2.502573,1.685744,1.739416,1.786739,1757.87
251.9172,60.15504,2.07048,2.409549,2.527046,1.651373,1.68409,1.698754,1762.783
252.0696,58.4219,2.07498,2.488816,2.523446,1.683358,1.699403,1.703631,1764.755
252.222,57.71977,2.067703,2.590359,2.561935,1.831524,1.889047,1.932006,1764.755
252.3744,59.40041,2.077473,2.645026,2.604054,1.918011,2.009853,2.079486,1764.755
252.5268,60.53173,2.067204,2.675071,2.594225,1.955116,2.041913,2.119405,1762.783
252.6792,62.53647,2.080718,2.672306,2.622016,1.978075,2.053592,2.111972,1762.783
252.8316,62.67522,2.068914,2.669472,2.616777,1.98859,2.048837,2.097359,1766.735
252.984,63.12218,2.079884,2.677336,2.629007,1.991087,2.047305,2.086319,1770.705
253.1364,60.97673,2.082305,2.633117,2.627733,1.961509,2.014292,2.06348,1772.695
253.2888,61.74071,2.090972,2.625313,2.634843,1.916836,1.963673,2.016659,1770.705
253.4412,62.29679,2.084401,2.57202,2.594429,1.891652,1.929854,1.976175,1766.735
253.5936,66.09145,2.086082,2.561024,2.573686,1.869308,1.906659,1.94339,1764.755
253.746,65.89274,2.082209,2.535561,2.550976,1.859704,1.898691,1.924176,1762.783
253.8984,64.69857,2.087212,2.513388,2.542008,1.865877,1.901361,1.919756,1760.811
254.0508,62.25913,2.088163,2.489568,2.524336,1.878482,1.906165,1.917831,1758.848
254.2032,63.78877,2.083013,2.445854,2.498827,1.87919,1.902908,1.933511,1758.848
254.3556,63.82944,2.089225,2.410892,2.465445,1.901485,1.93402,1.971655,1760.811
254.508,67.25037,2.083242,2.374978,2.424484,1.885376,1.93033,1.98296,1762.783
254.6604,67.55128,2.072557,2.336804,2.407141,1.834094,1.891324,1.949975,1764.755
254.8128,68.90228,2.065234,2.320744,2.393584,1.811915,1.876919,1.932755,1764.755
254.9652,64.4631,2.070931,2.321211,2.356381,1.811106,1.883208,1.948078,1764.755
255.1176,64.30692,2.093842,2.334373,2.348943,1.832319,1.899868,1.979517,1766.735
255.27,63.61518,2.091704,2.335047,2.356993,1.861481,1.932178,1.993881,1770.705
255.4224,63.01496,2.103805,2.372953,2.363724,1.908348,1.991757,2.02732,1776.701
255.5748,62.34155,2.086231,2.385511,2.390952,1.961527,2.043828,2.062338,1781.714
255.7272,63.33308,2.076373,2.38745,2.411163,1.977157,2.039808,2.055065,1782.722
255.8796,66.26656,2.083201,2.407462,2.414911,1.989372,2.022691,2.055032,1777.708
256.032,67.5203,2.079896,2.377978,2.447231,2.02618,2.058672,2.125358,1774.694
256.1844,68.69538,2.092757,2.354224,2.492778,2.00305,2.028219,2.088041,1799.286
256.3368,68.86132,2.075356,2.34553,2.523962,1.991994,2.007298,2.031129,1848.991
256.4892,68.65862,2.066764,2.356502,2.551378,1.994421,2.011157,2.004359,1885.122
256.6416,67.08446,2.062586,2.437033,2.593576,1.997792,2.014992,2.004354,1899.867
256.794,64.63564,2.079603,2.533621,2.646783,2.040459,2.061215,2.052351,1897.596
256.9464,65.54261,2.104016,2.6281,2.745919,2.116386,2.162313,2.190267,1879.513
257.0988,65.59488,2.10609,2.751686,2.746477,2.272659,2.350845,2.417807,1862.82
257.2512,65.24791,2.103918,2.815802,2.844133,2.405749,2.501248,2.604389,1850.78
257.4036,60.17504,2.101298,2.887572,2.886318,2.512447,2.619094,2.706447,1847.512
257.556,57.71758,2.114534,2.922883,2.956476,2.573191,2.678226,2.756366,1850.765
257.7084,57.56713,2.113989,2.969674,2.975239,2.593441,2.714177,2.800964,1851.852
257.8608,59.17584,2.107645,3.026004,2.989836,2.598519,2.74102,2.85367,1848.599
258.0132,59.24359,2.102796,3.041432,3.05518,2.599378,2.749992,2.872857,1847.512
258.1656,58.06651,2.091294,3.039848,3.07796,2.597063,2.749778,2.887989,1850.765
258.318,58.26645,2.100708,3.095175,3.092332,2.569701,2.723,2.879915,1856.225
258.4704,57.59267,2.111046,3.060971,3.106564,2.523594,2.669816,2.825535,1860.597
258.6228,58.06363,2.113257,3.052673,3.130924,2.475978,2.616372,2.780578,1858.406
258.7752,57.82692,2.115883,3.011423,3.148528,2.446334,2.584448,2.74876,1856.214
258.9276,61.32914,2.12106,3.024697,3.164277,2.389535,2.541712,2.716816,1854.033
259.08,62.29553,2.115888,3.077667,3.136444,2.322643,2.495666,2.68215,1851.852
259.2324,63.1995,2.133061,3.022788,3.117702,2.269476,2.455605,2.641408,1849.681
259.3848,61.45681,2.123399,3.020176,3.147178,2.242482,2.42915,2.608834,1846.428
259.5372,61.64791,2.126104,3.001131,3.147633,2.233434,2.411438,2.587079,1848.599
259.6896,64.99715,2.119763,3.012524,3.155741,2.269757,2.450391,2.62325,1851.852
259.842,65.59898,2.116758,2.983606,3.095996,2.326128,2.516245,2.694646,1851.852
259.9944,65.22284,2.114666,3.013358,3.102199,2.359729,2.571786,2.769921,1854.033
260.1468,60.60884,2.094389,2.987215,3.080902,2.383892,2.642726,2.868966,1856.214
260.2992,61.06021,2.094751,2.977042,3.069254,2.427705,2.695521,2.925941,1856.214
260.4516,61.1847,2.093804,2.956839,3.086176,2.447175,2.723667,2.94699,1856.214
260.604,62.12756,2.107815,2.957137,3.066058,2.463603,2.73733,2.972532,1856.214
260.7564,61.22174,2.114119,2.974344,3.064758,2.507969,2.782104,3.051488,1856.214
260.9088,61.27278,2.10834,2.944969,3.08534,2.51089,2.788183,3.069674,1856.214
261.0612,61.83448,2.106355,2.95817,3.103977,2.511733,2.776978,3.063975,1856.214
261.2136,61.16051,2.110844,2.941195,3.127969,2.492672,2.743729,3.020177,1856.214
261.366,61.80967,2.106193,2.920627,3.142951,2.455449,2.707906,2.960392,1854.033
261.5184,62.95985,2.104912,2.9275,3.204919,2.426809,2.660761,2.888779,1849.681
261.6708,65.54056,2.093462,2.937484,3.165001,2.415649,2.632558,2.834937,1846.428
261.8232,66.36179,2.093384,2.989181,3.197389,2.446022,2.661238,2.869723,1845.346
261.9756,65.91375,2.094896,3.032549,3.235875,2.510137,2.723518,2.980541,1845.346
262.128,63.75751,2.095511,3.050645,3.281174,2.610484,2.843275,3.147836,1847.512
262.2804,62.3343,2.100852,3.080806,3.299162,2.692352,2.976628,3.342276,1848.594
262.4328,60.82973,2.090228,3.134098,3.387556,2.760413,3.101025,3.462332,1848.594
262.5852,61.43338,2.089762,3.17193,3.427318,2.765522,3.127897,3.508455,1848.594
262.7376,62.48955,2.090868,3.271942,3.430997,2.71555,3.06004,3.44743,1849.681
262.89,64.68974,2.101044,3.346808,3.433079,2.729998,3.070166,3.446864,1854.033
263.0424,63.5864,2.104167,3.417325,3.461344,2.857243,3.233626,3.564531,1858.406
263.1948,63.30951,2.108943,3.434252,3.533175,2.942397,3.361866,3.700492,1862.799
263.3472,62.97226,2.113885,3.456277,3.571987,2.962248,3.350186,3.683523,1862.799
263.4996,63.60902,2.121332,3.490835,3.613914,3.00078,3.358688,3.752101,1858.406
263.652,65.46414,2.12585,3.454707,3.589862,3.13257,3.509876,3.915686,1852.946
263.8044,64.95119,2.11396,3.504863,3.577832,3.182656,3.576107,3.991633,1850.765
263.9568,64.4649,2.10683,3.511315,3.562589,3.193388,3.600291,4.030261,1851.852
264.1092,60.92875,2.102314,3.522029,3.483568,3.244103,3.61265,4.037167,1854.033
264.2616,58.92676,2.102922,3.461718,3.60114,3.267023,3.614722,4.023622,1856.214
264.414,60.62998,2.112806,3.51291,3.594826,3.307693,3.673805,4.089341,1856.214
264.5664,62.13391,2.11884,3.547013,3.506792,3.384453,3.80916,4.263843,1858.406
264.7188,61.69356,2.115177,3.555118,3.571067,3.337306,3.827189,4.307931,1865.012
264.8712,57.92016,2.113472,3.492653,3.561022,3.321016,3.806501,4.268319,1872.764
265.0236,57.22064,2.116331,3.522107,3.535122,3.352808,3.827574,4.199294,1876.102
265.176,57.41024,2.121522,3.55961,3.552804,3.352037,3.7114,3.850896,1878.341
265.3284,60.26739,2.15242,3.524098,3.602036,3.392798,3.65311,3.71757,1885.09
265.4808,60.85668,2.130407,3.482259,3.685725,3.525968,3.71165,3.793377,1889.599
265.6332,62.9015,2.109432,3.39999,3.711763,3.64016,3.772244,3.869715,1891.87
265.7856,63.57977,2.109362,3.412028,3.673406,3.536834,3.67945,3.822666,1897.569
265.938,63.80394,2.123436,3.40097,3.682189,3.322308,3.472477,3.672728,1903.295
266.0904,63.16139,2.122116,3.362493,3.719258,2.927296,3.026998,3.268113,1907.903
266.2428,61.14449,2.126894,3.355124,3.778838,2.768432,2.84838,3.065493,1917.21
266.3952,62.78848,2.149115,3.38732,3.754272,2.670162,2.763436,2.944643,1923.034
266.5476,62.43731,2.165189,3.434328,3.810264,2.622374,2.720675,2.837918,1920.69
266.7,61.0832,2.156878,3.515441,3.858629,2.584711,2.684441,2.761837,1912.557
266.8524,58.83566,2.122855,3.600703,3.826541,2.585526,2.708522,2.782115,1897.596
267.0048,59.48756,2.111373,3.752661,3.873401,2.705966,2.872334,2.962088,1879.513
267.1572,61.69426,2.103142,3.751621,3.881135,2.957604,3.193549,3.317517,1860.639
267.3096,61.46864,2.102594,3.887659,3.880972,3.22845,3.56249,3.80631,1846.443
267.462,61.86762,2.084089,3.91975,3.842855,3.441343,3.859731,4.203257,1834.628
267.6144,60.58574,2.098088,3.943927,3.865021,3.538077,4.046884,4.502358,1827.161
267.7668,63.33473,2.09491,3.936374,3.871388,3.565938,4.160138,4.717988,1819.798
267.9192,60.62504,2.093957,3.982257,3.885415,3.538535,4.185576,4.876867,1815.585
268.0716,62.79086,2.093521,3.9158,3.949498,3.417424,4.053858,4.73709,1817.677
268.224,60.60925,2.096143,3.944801,3.960173,3.322558,3.914673,4.548333,1817.677
268.3764,62.94104,2.099158,3.954252,3.932025,3.360942,3.932709,4.49444,1821.889
268.5288,63.55932,2.095796,3.999634,3.950999,3.400911,3.984386,4.522601,1826.102
268.6812,65.3102,2.101562,3.999679,3.971838,3.449002,4.03136,4.564643,1825.045
268.8336,64.97632,2.095084,4.042266,3.932855,3.569147,4.133976,4.705367,1828.23
268.986,66.17805,2.087585,4.047286,3.915994,3.684664,4.248459,4.901289,1829.287
269.1384,65.32788,2.090262,4.029077,3.872566,3.759717,4.367559,5.07604,1827.161
269.2908,64.61313,2.092774,4.015752,3.840559,3.75111,4.402892,5.107795,1828.22
269.4432,64.05318,2.093771,3.958284,3.850546,3.628291,4.284543,4.935524,1830.346
269.5956,62.35954,2.101454,3.967197,3.833544,3.489359,4.107755,4.66386,1836.754
269.748,64.61623,2.101719,3.909168,3.799959,3.337401,3.878201,4.330284,1841.035
269.9004,65.55146,2.101991,3.756404,3.804183,3.27583,3.699777,4.092627,1836.754
270.0528,68.90214,2.08905,3.708396,3.751996,3.232833,3.567687,3.948137,1829.287
270.2052,70.62896,2.086963,3.613411,3.708953,3.15239,3.440959,3.80353,1821.889
270.3576,68.26112,2.088414,3.55063,3.696417,3.032576,3.320302,3.64358,1819.778
270.51,66.03437,2.090056,3.471205,3.668098,2.842684,3.115651,3.417464,1821.88
270.6624,64.34357,2.103074,3.399765,3.588108,2.676708,2.916594,3.18573,1817.687
270.8148,65.48064,2.10778,3.288587,3.549388,2.514671,2.733085,2.957013,1804.199
270.9672,67.04539,2.102064,3.270565,3.514013,2.437104,2.656088,2.844852,1794.905
271.1196,68.48734,2.086475,3.210538,3.405596,2.409219,2.633153,2.836014,1796.953
271.272,69.24457,2.07317,3.173968,3.394855,2.34445,2.567237,2.758287,1806.248
271.4244,68.7606,2.074198,3.188631,3.341292,2.341975,2.548561,2.684974,1820.857
271.5768,68.25896,2.090272,3.213954,3.33085,2.520493,2.762347,2.914435,1825.05
271.7292,66.85304,2.096915,3.244076,3.343363,2.565755,2.853697,3.087548,1825.05
271.8816,65.95137,2.088872,3.220191,3.339926,2.595903,2.875066,3.168068,1830.346
272.034,64.29974,2.105844,3.170946,3.40422,2.644011,2.894415,3.22868,1830.346
272.1864,65.48112,2.110134,3.150531,3.372958,2.62306,2.875594,3.278128,1825.05
272.3388,68.02556,2.125872,3.144289,3.360751,2.582223,2.855931,3.316976,1813.532
272.4912,68.77784,2.118745,3.21068,3.33719,2.542226,2.87344,3.340432,1800.044
272.6436,68.49987,2.082778,3.319665,3.348619,2.623616,2.979364,3.375875,1808.392
272.796,67.88006,2.044959,3.399087,3.3456,2.767944,3.172434,3.560958,1827.176
272.9484,66.97433,2.061225,3.420885,3.373924,2.944697,3.417286,3.868534,1832.472
273.1008,66.89911,2.068432,3.425019,3.401302,3.099052,3.683707,4.286025,1827.176
273.2532,68.63951,2.105644,3.475168,3.384983,3.335394,4.05687,4.880447,1813.532
273.4056,69.54187,2.083361,3.562886,3.372283,3.666992,4.560793,5.594686,1800.044
273.558,68.86376,2.077857,3.651643,3.372515,3.907033,4.999681,6.155649,1794.905
273.7104,65.84812,2.034689,3.711314,3.379363,4.150798,5.379026,6.659103,1792.865
273.8628,65.94958,2.048999,3.689708,3.412465,4.461148,5.753761,7.143758,1792.865
274.0152,66.51305,2.041707,3.762581,3.484128,4.65661,6.201551,7.746219,1799.012
274.1676,66.15596,2.055909,3.839341,3.567653,4.750835,6.403925,8.037831,1802.088
274.32,65.60329,2.049901,3.820037,3.626971,4.851643,6.479737,8.149403,1803.121
274.4724,63.9414,2.061103,3.93691,3.632045,4.949354,6.481743,8.051711,1805.184
274.6248,62.0337,2.077223,3.863849,3.694535,4.969168,6.313561,7.664439,1807.257
274.7772,62.98767,2.082376,3.964701,3.648531,4.915609,6.250165,7.669042,1804.166
274.9296,64.43923,2.061893,3.91499,3.738802,4.668996,5.825373,7.104177,1799.002
275.082,66.63235,2.059166,3.945205,3.712921,4.448565,5.538082,6.749022,1799.002
275.2344,66.78071,2.046893,3.783834,3.787191,3.96782,4.952911,5.868436,1794.913
275.3868,70.84522,2.053822,3.768899,3.87692,3.71729,4.598364,5.414254,1783.758
275.5392,71.9139,2.050565,3.801017,3.854363,3.625617,4.483721,5.288964,1770.723
275.6916,73.10925,2.058909,3.753858,3.851315,3.632771,4.438109,5.250314,1766.735
275.844,70.95271,2.054216,3.761142,3.934634,3.727567,4.547171,5.29137,1768.716
275.9964,72.30235,2.061673,3.77032,3.90194,3.891921,4.737764,5.464935,1772.704
276.1488,71.6629,2.051052,3.781948,3.932973,3.957571,4.822989,5.587021,1774.694
276.3012,69.21638,2.051495,3.80717,3.951825,4.011665,4.849664,5.606473,1770.705
276.4536,69.86591,2.051058,3.836934,3.978867,4.072582,4.898877,5.687967,1770.705
276.606,69.71545,2.05318,3.83345,3.950692,4.161581,4.9943,5.789502,1770.705
276.7584,71.80642,2.076203,3.925674,3.989074,4.180259,5.059456,6.0447,1770.705
276.9108,70.96076,2.085547,3.946691,3.981582,4.197225,5.096165,6.174938,1772.695
277.0632,71.81335,2.095343,4.042132,4.018585,4.25006,5.215465,6.207485,1770.705
277.2156,71.21397,2.076395,4.048271,4.031419,4.242985,5.284168,6.338674,1770.705
277.368,69.80972,2.067221,4.095679,4.083214,4.220001,5.396641,6.470498,1777.708
277.5204,68.46814,2.07273,4.055857,4.136446,4.217066,5.436452,6.443343,1788.813
277.6728,68.62064,2.069329,4.132412,4.118424,4.273946,5.525187,6.517193,1796.953
277.8252,69.01987,2.055023,4.167812,4.119935,4.551021,5.833596,6.701204,1802.093
277.9776,68.05444,2.066455,4.154674,4.108817,4.843417,6.120133,7.092491,1807.257
278.13,66.40253,2.063628,4.167168,3.998741,5.027873,6.211487,7.41093,1809.329
278.2824,64.5489,2.062154,4.127008,4.078725,5.176062,6.308768,7.437601,1809.329
278.4348,64.12261,2.070138,4.104117,4.063,5.05126,6.130064,7.437255,1811.412
278.5872,63.00805,2.055241,4.101027,3.947132,4.857228,5.847453,7.233836,1821.857
278.7396,62.18053,2.055838,4.005598,3.887778,4.537605,5.435669,6.667077,1836.767
278.892,61.80023,2.071764,3.95208,3.934719,4.157122,5.022735,6.058979,1849.954
279.0444,62.41015,2.076151,3.886725,3.884835,3.935425,4.84972,5.673863,1863.331
279.1968,62.10643,2.045387,3.825968,3.806233,3.743876,4.656036,5.410916,1858.159
279.3492,62.55989,2.045147,3.822324,3.746891,3.671091,4.50615,5.093863,1833.208
279.5016,61.83268,2.029184,3.713742,3.704931,3.715546,4.456003,5.126994,1807.485
279.654,66.11877,2.034562,3.645943,3.633767,4.104088,4.811092,5.927344,1783.712
279.8064,67.32133,2.022532,3.615773,3.60126,4.265953,5.056917,6.262874,1764.256
279.9588,68.89474,1.999225,3.564504,3.555402,4.279027,5.337878,6.583657,1763.373
280.1112,66.46066,2.025948,3.511354,3.537636,4.096004,5.301265,6.339892,1789.488
280.2636,64.12859,2.06642,3.587006,3.578412,3.824422,4.866162,5.517711,1824.579
280.416,63.13194,2.105618,3.555905,3.581021,3.857817,4.645724,5.263279,1845.357
280.5684,62.31085,2.098739,3.566953,3.587407,3.963524,4.64893,5.405953,1841.075
280.7208,64.4204,2.098285,3.557836,3.580511,3.982818,4.797114,5.547063,1830.346
280.8732,65.27095,2.087333,3.605573,3.532068,3.935735,4.816536,5.619104,1844.409
281.0256,65.92292,2.091999,3.607051,3.528022,3.747252,4.520579,5.29765,1875.098
281.178,64.34313,2.109483,3.591102,3.591393,3.604769,4.146385,4.663702,1897.596
281.3304,64.947,2.13631,3.598589,3.606224,3.536132,4.065206,4.553905,1905.594
281.4828,63.74102,2.140808,3.666237,3.50955,3.512909,4.110848,4.748976,1889.732
281.6352,64.08538,2.126926,3.677098,3.498411,3.468336,4.155185,4.878447,1857.453
281.7876,64.56396,2.099501,3.661812,3.518637,3.395061,4.075794,4.828285,1834.628
281.94,64.86514,2.075131,3.66023,3.487184,3.405491,4.065743,4.809593,1820.857
282.0924,65.57398,2.066621,3.587204,3.517675,3.412064,4.097145,4.902447,1811.412
282.2448,65.39285,2.082856,3.588318,3.510166,3.4329,4.167062,5.015436,1809.329
282.3972,65.2402,2.0931,3.615894,3.459383,3.54519,4.369938,5.20582,1820.901
282.5496,65.31258,2.108533,3.704535,3.426153,3.730956,4.704917,5.679215,1842.162
282.702,63.81147,2.123614,3.762069,3.412526,3.881481,4.959319,5.988851,1860.639
282.8544,66.26982,2.119664,3.811743,3.354612,4.168103,5.360279,6.543254,1867.214
283.0068,66.34791,2.115108,3.749835,3.330798,4.407629,5.695583,6.940537,1867.214
283.1592,65.8444,2.10194,3.756113,3.32005,4.624165,5.956222,7.189236,1869.426
283.3116,63.50779,2.10357,3.752536,3.322499,4.856249,6.296937,7.620107,1867.214
283.464,62.56588,2.110117,3.765321,3.279535,4.855255,6.252674,7.609756,1862.799
283.6164,62.8799,2.121872,3.724454,3.25019,4.808312,6.054745,7.39198,1860.597
283.7688,61.00708,2.140121,3.69564,3.271574,4.661592,5.735801,7.192997,1860.597
283.9212,62.50066,2.110467,3.634328,3.219977,4.578561,5.59284,7.08845,1862.799
284.0736,62.4394,2.095959,3.552007,3.177774,4.167626,5.260989,6.694516,1865.001
284.226,66.79823,2.085874,3.541672,3.194556,3.949355,4.970527,6.351683,1867.214
284.3784,64.28616,2.09975,3.456391,3.186483,3.66974,4.583001,5.861499,1865.012
284.5308,64.78767,2.115334,3.472628,3.148871,3.57555,4.452829,5.532187,1858.406
284.6832,62.56026,2.126465,3.52484,3.089311,3.750447,4.674393,5.665706,1858.406
284.8356,64.06929,2.11857,3.437603,3.05067,4.194197,5.400916,6.536257,1862.799
284.988,64.66469,2.098174,3.389798,3.030716,4.371037,5.737918,6.979628,1857.34
285.1404,67.29329,2.076121,3.36104,3.003738,4.662197,6.293684,7.880433,1835.779
285.2928,69.24465,2.072735,3.344918,2.973381,4.904254,6.680141,8.339346,1808.392
285.4452,72.75805,2.055538,3.283708,2.967916,5.167772,7.067555,8.608243,1785.798
285.5976,72.16066,2.042284,3.230698,2.990057,5.359641,7.215534,8.540735,1776.692
285.75,72.81721,2.05033,3.194501,2.999502,5.38284,6.946857,8.02218,1779.707
285.9024,72.13685,2.044521,3.144324,3.037537,5.23512,6.433404,7.474419,1784.743
286.0548,75.74781,2.072112,3.146275,3.085559,5.053243,6.097588,7.266391,1788.794
286.2072,74.64445,2.076001,3.113334,3.133442,4.712582,5.597003,6.828119,1800.077
286.3596,73.21987,2.073749,3.161054,3.193818,4.300303,5.127298,6.256032,1827.338
286.512,70.55817,2.114732,3.29329,3.222332,3.945446,4.705629,5.627685,1850.78
286.6644,70.2049,2.129107,3.412558,3.324529,3.555762,4.298737,5.069419,1862.82
286.8168,68.99915,2.139628,3.512054,3.448167,3.403983,4.069103,4.791371,1875.003
286.9692,66.85667,2.1349,3.613195,3.520356,3.425117,4.115093,4.915508,1890.788
287.1216,64.8528,2.130304,3.672639,3.664253,3.603692,4.386838,5.274151,1907.926
287.274,65.45708,2.14524,3.820841,3.67731,3.734059,4.613241,5.600383,1917.188
287.4264,65.76012,2.150611,4.00406,3.750046,3.868201,4.91187,6.036424,1921.864
287.5788,66.23656,2.151629,4.138222,3.925003,3.973608,5.098825,6.367373,1923.034
287.7312,63.38988,2.152647,4.231824,3.990227,4.122466,5.359282,6.732255,1909.141
287.8836,62.72536,2.162715,4.366356,4.131683,4.220809,5.572348,7.014141,1897.563
288.036,61.0671,2.14877,4.47765,4.183475,4.415829,5.789515,7.333386,1897.563
288.1884,61.12949,2.146453,4.5929,4.299757,4.618495,6.072756,7.850952,1895.281
288.3408,61.07517,2.133968,4.66443,4.377009,4.716836,6.206956,7.986119,1895.281
288.4932,60.09894,2.125534,4.70147,4.43224,4.831955,6.390911,8.099326,1907.971
288.6456,61.18925,2.138322,4.804192,4.488617,4.932647,6.586628,8.249219,1920.69
288.798,60.43845,2.132807,4.852814,4.532067,5.074118,6.712245,8.578519,1913.82
288.9504,63.24847,2.132437,4.887126,4.562588,5.174422,6.669783,8.536576,1920.092
289.1028,60.43062,2.142785,4.911223,4.620263,5.264961,6.835073,8.727745,1957.768
289.2552,62.0131,2.156415,4.902798,4.644985,5.3763,7.087007,9.25579,2018.716
289.4076,62.88754,2.1257,4.964173,4.557877,5.472296,7.249351,9.593486,2062.746
289.56,64.83735,2.112248,4.961864,4.651502,5.552984,7.186995,9.199443,2061.997
289.7124,63.85317,2.102827,5.002109,4.674075,5.42612,7.029126,8.669394,2029.895
289.8648,61.42211,2.113216,5.0292,4.686241,5.352802,7.012546,8.701308,1988.167
290.0172,60.36903,2.130054,4.984066,4.671251,5.343635,6.988387,8.633206,1949.221
290.1696,59.39399,2.141742,5.011523,4.680133,5.454531,7.113724,8.626305,1915.661
290.322,59.86918,2.145572,4.92872,4.61255,5.689197,7.333517,8.565416,1904.225
290.4744,63.48343,2.133922,4.927792,4.605024,5.706688,7.267685,8.417933,1896.912
290.6268,65.21695,2.121401,4.882797,4.559517,5.606544,7.006751,8.238607,1887.339
290.7792,67.69827,2.123467,4.857278,4.467912,5.465157,6.690811,8.108841,1887.339
290.9316,64.98956,2.122294,4.792179,4.401309,5.285419,6.403694,7.821129,1891.87
291.084,66.04276,2.142257,4.746003,4.379577,4.897988,5.992822,7.311463,1897.569
291.2364,64.53193,2.148188,4.647357,4.272664,4.47041,5.469468,6.607177,1897.569
291.3888,63.77961,2.143703,4.587713,4.111437,3.902655,4.698632,5.553633,1894.141
291.5412,61.5947,2.144417,4.465859,3.953535,3.635981,4.316908,4.922245,1891.87
291.6936,59.94708,2.147608,4.311786,3.905821,3.613333,4.276045,4.715714,1885.09
291.846,60.62404,2.14349,4.101499,3.765456,3.583661,4.171614,4.534661,1875.003
291.9984,62.05667,2.106379,3.87506,3.561932,3.431737,3.840696,4.130394,1862.82
292.1508,63.91551,2.12481,3.616775,3.437521,3.300138,3.643226,3.929298,1848.625
292.3032,66.40141,2.12294,3.397166,3.294775,3.197321,3.494514,3.763958,1829.356
292.4556,68.05312,2.124132,3.114541,3.159402,2.904604,3.153358,3.38584,1802.22
292.608,71.71169,2.079964,2.81881,2.999153,2.455548,2.586697,2.717286,1781.728
