GR,Vp,RES,RHOB
72.69892,1653.522,1.934467,1.999162
71.29784,1657.333,2.072515,2.000691
69.89676,1661.621,2.220415,2.00222
69.16965,1666.432,2.300715,2.000666
68.44254,1671.878,2.383919,1.999112
67.71544,1678.036,2.470132,1.997558
68.36544,1684.647,2.280412,1.995952
69.01543,1690.864,2.105263,1.994347
69.66544,1695.579,1.943567,1.992742
70.01652,1698.359,1.960671,1.993046
70.3676,1700.078,1.977926,1.993349
70.71868,1702.457,1.995332,1.993653
71.37912,1706.621,1.985165,1.995798
72.03957,1711.903,1.97505,1.997944
72.7,1716.245,1.964986,2.000089
73.15747,1717.983,2.026023,2.003977
73.61494,1716.781,2.088956,2.007865
74.07241,1712.949,2.153843,2.011753
74.13074,1706.982,2.111979,2.013353
74.18907,1699.934,2.070928,2.014954
74.24741,1693.115,2.030675,2.016554
73.92921,1687.047,1.949159,2.014909
73.61101,1681.279,1.870915,2.013265
73.29281,1675.524,1.795811,2.01162
73.62623,1670.314,1.791508,2.011
73.95964,1666.319,1.787216,2.010379
74.29306,1663.734,1.782933,2.009759
74.55972,1662.512,1.748382,2.006938
74.82639,1662.665,1.714501,2.004118
75.09306,1663.748,1.681277,2.001298
76.02699,1664.983,1.726129,2.002508
76.96092,1666.297,1.772178,2.003718
77.89486,1668.637,1.819456,2.004928
76.26231,1672.398,1.809462,2.003841
74.62975,1676.303,1.799524,2.002754
72.99719,1678.823,1.789639,2.001667
73.29586,1679.781,1.770478,2.002643
73.59452,1680.091,1.751521,2.003618
73.89319,1680.416,1.732768,2.004593
72.75999,1680.788,1.773285,2.002253
71.62679,1681.395,1.81475,1.999912
70.4936,1682.866,1.857184,1.997572
71.14288,1685.322,1.855844,1.997795
71.79215,1687.859,1.854506,1.998019
72.44143,1690.011,1.853168,1.998242
70.99277,1692.514,1.882987,1.99897
69.5441,1695.917,1.913285,1.999697
68.09544,1699.72,1.944072,2.000425
67.51221,1702.916,2.013599,2.003442
66.92899,1704.7,2.085612,2.006459
66.34577,1704.266,2.160201,2.009476
66.37983,1700.813,2.00785,2.010334
66.41389,1694.031,1.866243,2.011191
66.44794,1684.625,1.734624,2.012049
67.4304,1674.262,1.726279,2.012407
68.41284,1664.715,1.717974,2.012764
69.39529,1657.076,1.709709,2.013121
70.01264,1651.649,1.717822,2.0118
70.63,1648.234,1.725973,2.010478
71.24734,1646.266,1.734164,2.009157
72.27936,1644.992,1.722791,2.010155
73.31138,1643.834,1.711493,2.011153
74.34339,1642.652,1.70027,2.012151
74.10941,1641.743,1.702576,2.01345
73.87543,1641.623,1.704885,2.014748
73.64144,1642.503,1.707197,2.016047
73.97323,1644.04,1.705478,2.018367
74.30502,1645.861,1.703761,2.020687
74.6368,1648.149,1.702046,2.023007
73.46986,1651.153,1.7108,2.025841
72.30292,1654.515,1.719599,2.028675
71.13597,1657.838,1.728443,2.031509
70.6613,1661.688,1.754614,2.033116
70.18664,1666.803,1.781182,2.034723
69.71197,1672.5,1.808151,2.03633
69.13018,1677.029,1.761636,2.038677
68.5484,1679.337,1.716316,2.041023
67.96661,1679.501,1.672163,2.04337
67.86673,1677.733,1.640614,2.042138
67.76685,1673.866,1.60966,2.040906
67.66696,1667.96,1.57929,2.039674
68.10983,1661.046,1.601885,2.037992
68.5527,1654.89,1.624803,2.036309
68.99556,1650.792,1.648049,2.034626
70.03246,1648.78,1.653124,2.029111
71.06934,1648.071,1.658215,2.023596
72.10624,1647.964,1.663321,2.01808
72.40772,1648.262,1.656105,2.017361
72.7092,1649.256,1.64892,2.016642
73.01068,1651.469,1.641767,2.015924
72.81068,1655.121,1.655442,2.015444
72.61068,1659.646,1.669232,2.014964
72.41068,1663.955,1.683136,2.014484
71.67379,1667.279,1.67378,2.017981
70.9369,1669.687,1.664476,2.021478
70.2,1671.778,1.655223,2.024976
69.81589,1673.945,1.63008,2.02322
69.43178,1675.782,1.60532,2.021465
69.04766,1676.237,1.580935,2.01971
68.75378,1674.388,1.58886,2.018635
68.45989,1670.327,1.596824,2.01756
68.16601,1665.213,1.604828,2.016485
68.8985,1660.496,1.63639,2.013308
69.631,1656.974,1.668573,2.010131
70.36349,1654.403,1.701388,2.006955
70.438,1652.11,1.674231,2.005628
70.51253,1649.962,1.647507,2.004302
70.58704,1648.504,1.62121,2.002975
70.99683,1648.177,1.619269,2.001304
71.40662,1648.698,1.617331,1.999633
71.81641,1649.344,1.615395,1.997962
71.41645,1649.619,1.600578,2.000415
71.0165,1649.626,1.585897,2.002868
70.61655,1649.749,1.57135,2.005321
70.52541,1650.023,1.570691,2.00841
70.43427,1650.001,1.570033,2.011499
70.34314,1649.295,1.569376,2.014589
70.47252,1648.136,1.574228,2.017378
70.60191,1647.36,1.579095,2.020168
70.73129,1647.781,1.583978,2.022957
70.29793,1649.443,1.586103,2.023673
69.86458,1651.426,1.588231,2.024389
69.43122,1652.453,1.590362,2.025105
69.74862,1651.604,1.611135,2.024225
70.06602,1648.597,1.63218,2.023344
70.38342,1643.793,1.653499,2.022463
70.18813,1638.059,1.636025,2.021624
69.99284,1632.327,1.618736,2.020784
69.79755,1627.235,1.601629,2.019945
70.03012,1623.257,1.611801,2.017173
70.2627,1621.027,1.622038,2.014401
70.49526,1621.266,1.632339,2.011629
70.07026,1624.276,1.614881,2.009478
69.64526,1629.299,1.597608,2.007327
69.22026,1634.76,1.580521,2.005176
69.17026,1639.324,1.576222,2.004393
69.12026,1642.348,1.571934,2.003611
69.07026,1643.652,1.567658,2.002828
69.38763,1643.675,1.562909,2.003796
69.705,1643.742,1.558175,2.004764
70.02238,1645.254,1.553455,2.005731
71.54562,1648.565,1.556951,2.008552
73.06886,1653.037,1.560454,2.011374
74.59211,1657.661,1.563965,2.014194
75.3492,1661.35,1.569831,2.018442
76.10629,1663.231,1.57572,2.022689
76.86337,1662.983,1.58163,2.026936
76.86344,1660.967,1.578846,2.029477
76.86351,1658.008,1.576066,2.032017
76.86358,1655.121,1.573291,2.034558
75.44794,1653.067,1.568713,2.035217
74.03229,1651.999,1.564149,2.035877
72.61665,1651.615,1.559597,2.036537
72.81546,1651.634,1.565465,2.036067
73.01428,1652.106,1.571354,2.035598
73.2131,1653.5,1.577266,2.035128
74.2139,1656.361,1.594949,2.036215
75.21471,1660.733,1.612831,2.037302
76.21551,1665.79,1.630913,2.038389
76.91624,1670.235,1.612429,2.040177
77.61697,1673.073,1.594154,2.041965
78.31771,1674.155,1.576087,2.043754
77.78208,1674.137,1.579102,2.04316
77.24645,1673.818,1.582122,2.042567
76.71082,1673.545,1.585149,2.041973
75.00971,1673.197,1.5617,2.040149
73.30861,1672.38,1.538597,2.038326
71.6075,1670.7,1.515837,2.036502
70.8575,1668.052,1.511142,2.033633
70.1075,1664.761,1.506461,2.030763
69.3575,1661.274,1.501795,2.027894
68.68253,1657.971,1.538081,2.026362
68.00755,1655.394,1.575243,2.024829
67.33257,1654.35,1.613303,2.023297
67.75035,1655.573,1.614809,2.021435
68.16812,1659.414,1.616316,2.019574
68.5859,1665.651,1.617825,2.017713
68.36507,1673.31,1.633133,2.016818
68.14423,1680.734,1.648587,2.015923
67.92339,1686.157,1.664186,2.015029
68.44398,1688.395,1.64557,2.015442
68.96456,1687.071,1.627161,2.015856
69.48515,1682.635,1.608958,2.016269
69.81732,1676.521,1.59226,2.018744
70.14951,1670.905,1.575736,2.021219
70.48168,1667.62,1.559383,2.023693
71.8679,1667.33,1.537428,2.026592
73.25412,1669.676,1.515783,2.02949
74.64034,1673.604,1.494443,2.032388
74.50624,1677.5,1.528784,2.035089
74.37214,1679.707,1.563914,2.037789
74.23804,1679.392,1.599852,2.04049
73.5006,1676.82,1.638531,2.042498
72.76315,1673.034,1.678145,2.044506
72.02571,1669.061,1.718717,2.046514
71.16032,1665.168,1.708389,2.047196
70.29494,1661.134,1.698123,2.047879
69.42956,1657.119,1.687919,2.048562
69.93111,1653.738,1.655214,2.048148
70.43266,1651.395,1.623143,2.047734
70.9342,1649.898,1.591693,2.047319
71.12213,1648.82,1.591521,2.048148
71.31005,1647.934,1.591349,2.048976
71.49798,1647.377,1.591177,2.049805
71.38055,1647.267,1.584252,2.049729
71.26311,1647.398,1.577358,2.049654
71.14568,1647.41,1.570493,2.049578
71.79568,1647.074,1.567467,2.050143
72.44568,1646.444,1.564447,2.050707
73.09568,1646.06,1.561432,2.051272
73.49635,1646.811,1.552243,2.047291
73.89703,1649.152,1.543107,2.043309
74.29771,1652.495,1.534025,2.039328
74.17894,1655.695,1.525561,2.035874
74.06018,1658.032,1.517143,2.032419
73.94141,1659.464,1.508771,2.028965
72.85808,1660.053,1.502968,2.025082
71.77475,1659.729,1.497188,2.021199
70.69141,1658.713,1.491429,2.017316
71.10808,1657.867,1.48187,2.019751
71.52474,1658.309,1.472372,2.022186
71.94141,1660.693,1.462935,2.02462
72.55938,1664.706,1.789251,2.02867
73.17736,1669.221,2.188354,2.032719
73.79533,1672.981,2.676481,2.036768
73.11129,1675.221,2.229299,2.041838
72.42725,1675.821,1.856832,2.046908
71.7432,1675.024,1.546596,2.051978
71.49243,1673.216,1.537783,2.052607
71.24167,1670.929,1.52902,2.053236
70.9909,1668.773,1.520307,2.053865
71.10754,1667.17,1.534567,2.052479
71.22418,1666.016,1.548962,2.051093
71.34083,1664.76,1.563491,2.049706
72.28913,1662.857,1.55909,2.048322
73.23743,1660.236,1.554701,2.046939
74.18573,1657.354,1.550325,2.045555
74.38651,1654.937,1.549722,2.045564
74.58727,1653.608,1.54912,2.045573
74.78805,1653.562,1.548518,2.045583
74.73129,1654.504,1.530718,2.046607
74.67453,1655.885,1.513123,2.047632
74.61777,1657.192,1.49573,2.048656
75.236,1658.022,1.491305,2.048328
75.85423,1658.068,1.486894,2.047999
76.47247,1657.377,1.482495,2.04767
76.57838,1656.731,1.469788,2.048938
76.6843,1657.287,1.457189,2.050206
76.79021,1659.379,1.444698,2.051474
77.09855,1662.015,1.454532,2.052347
77.40688,1663.759,1.464433,2.05322
77.71522,1663.729,1.474401,2.054093
76.44794,1661.837,1.473688,2.056953
75.18067,1658.661,1.472975,2.059813
73.9134,1655.188,1.472262,2.062673
73.08967,1652.055,1.47213,2.058357
72.26593,1649.074,1.471998,2.05404
71.4422,1645.732,1.471866,2.049724
69.8422,1642.045,1.468894,2.050343
68.2422,1638.668,1.465929,2.050961
66.6422,1636.364,1.462969,2.051579
66.40919,1635.604,1.464751,2.050108
66.17618,1636.457,1.466534,2.048637
65.94317,1638.503,1.46832,2.047166
66.76099,1640.876,1.479125,2.049135
67.5788,1642.73,1.49001,2.051103
68.39662,1643.767,1.500974,2.053072
69.41222,1644.25,1.499982,2.052364
70.4278,1644.541,1.498991,2.051656
71.4434,1644.858,1.498,2.050948
72.69212,1645.455,1.48837,2.048419
73.94085,1646.922,1.478802,2.04589
75.18958,1649.96,1.469296,2.04336
74.58812,1654.638,1.475283,2.044509
73.98666,1659.983,1.481294,2.045659
73.3852,1664.482,1.48733,2.046808
73.15997,1666.912,1.490786,2.045389
72.93475,1666.791,1.49425,2.04397
72.70953,1664.234,1.497723,2.042552
72.11031,1659.855,1.500761,2.041766
71.5111,1654.561,1.503806,2.040981
70.91189,1649.193,1.506857,2.040195
70.31113,1644.287,1.50731,2.039006
69.71037,1640.11,1.507763,2.037818
69.10961,1636.717,1.508216,2.036629
68.28591,1634.048,1.48958,2.035406
67.46221,1632.086,1.471175,2.034182
66.63851,1630.859,1.452997,2.032959
65.90533,1630.26,1.457267,2.033504
65.17216,1630.045,1.46155,2.034048
64.43899,1629.987,1.465845,2.034592
65.69954,1629.969,1.469561,2.030642
66.96008,1629.921,1.473286,2.026692
68.22063,1629.773,1.47702,2.022742
68.70176,1629.465,1.428255,2.01979
69.18288,1629.169,1.381099,2.016837
69.66401,1629.466,1.3355,2.013885
70.0238,1631.08,1.408948,2.010723
70.38358,1634.198,1.486436,2.007562
70.74337,1637.857,1.568184,2.0044
70.13426,1640.199,1.54572,2.008167
69.52515,1639.892,1.523577,2.011933
68.91604,1637.697,1.501751,2.0157
69.51825,1636.017,1.467892,2.017422
70.12045,1636.751,1.434796,2.019144
70.72266,1640.061,1.402447,2.020866
71.431,1644.783,1.411546,2.025958
72.13933,1649.269,1.420704,2.03105
72.84766,1652.115,1.429921,2.036142
73.27939,1652.52,1.442251,2.036252
73.71111,1650.151,1.454688,2.036361
74.14283,1645.076,1.467232,2.03647
74.3345,1638.238,1.481234,2.038309
74.52617,1631.458,1.495369,2.040148
74.71783,1626.615,1.509639,2.041987
74.66623,1624.924,1.479837,2.040579
74.61462,1626.877,1.450623,2.03917
74.56301,1632.131,1.421986,2.037761
73.78934,1639.29,1.41236,2.035388
73.01567,1646.227,1.4028,2.033016
72.242,1651.184,1.393304,2.030643
71.4822,1653.735,1.399957,2.029277
70.7224,1654.503,1.406642,2.02791
69.96259,1654.141,1.413359,2.026544
70.35468,1652.871,1.395323,2.027056
70.74677,1650.661,1.377517,2.027568
71.13885,1647.442,1.359938,2.02808
71.59669,1643.164,1.354275,2.028839
72.05454,1638.037,1.348636,2.029598
72.51238,1632.466,1.34302,2.030358
72.98052,1626.65,1.366183,2.03081
73.44866,1620.696,1.389746,2.031263
73.9168,1615.266,1.413715,2.031716
73.48257,1611.56,1.430431,2.029409
73.04832,1610.703,1.447345,2.027102
72.61409,1613.208,1.464459,2.024795
72.4198,1618.609,1.471674,2.022364
72.22552,1625.379,1.478924,2.019934
72.03123,1631.658,1.48621,2.017504
72.56456,1636.271,1.418925,2.014401
73.09789,1639.105,1.354687,2.011298
73.63123,1640.739,1.293357,2.008195
74.32418,1641.824,1.346835,2.007241
75.01714,1642.562,1.402523,2.006287
75.71009,1642.662,1.460514,2.005332
76.35423,1641.774,1.45834,2.007312
76.99836,1639.951,1.456169,2.009291
77.64249,1637.713,1.454001,2.01127
77.04109,1635.739,1.449308,2.016358
76.4397,1634.444,1.444629,2.021446
75.83829,1633.813,1.439966,2.026535
74.4044,1633.607,1.431792,2.029985
72.97052,1633.636,1.423664,2.033435
71.53663,1633.915,1.415582,2.036885
71.28833,1634.576,1.413679,2.04099
71.04004,1635.585,1.411778,2.045096
70.79174,1636.579,1.40988,2.049201
70.40981,1637.151,1.413282,2.04809
70.02787,1637.269,1.416692,2.046978
69.64594,1637.191,1.420111,2.045867
70.14577,1637.109,1.414668,2.047437
70.64562,1637.013,1.409246,2.049006
71.14546,1636.719,1.403844,2.050576
70.6837,1635.861,1.410639,2.049818
70.22193,1633.916,1.417467,2.049059
69.76017,1630.548,1.424327,2.0483
70.20184,1625.947,1.429499,2.047512
70.64351,1620.77,1.43469,2.046725
71.08517,1615.762,1.4399,2.045937
71.52329,1611.532,1.407474,2.043107
71.96142,1608.494,1.375779,2.040276
72.39954,1606.731,1.344798,2.037446
72.22731,1605.949,1.341026,2.035603
72.05508,1605.75,1.337266,2.03376
71.88285,1605.94,1.333516,2.031917
71.58968,1606.684,1.367593,2.034378
71.29649,1608.322,1.40254,2.036839
71.00332,1611.083,1.438381,2.039299
70.41671,1614.902,1.430738,2.0396
69.8301,1619.535,1.423136,2.039901
69.24349,1624.597,1.415573,2.040202
69.54342,1629.514,1.425681,2.039502
69.84335,1633.676,1.435861,2.038803
70.14327,1636.752,1.446114,2.038104
70.07812,1638.743,1.444302,2.037902
70.01296,1639.826,1.442492,2.0377
69.94781,1640.18,1.440684,2.037498
70.48114,1639.951,1.443021,2.036126
71.01447,1639.274,1.445362,2.034755
71.54781,1638.379,1.447706,2.033383
71.24854,1637.486,1.461656,2.034123
70.94926,1636.616,1.475741,2.034863
70.64999,1635.613,1.489961,2.035603
70.54922,1634.477,1.451439,2.035295
70.44846,1633.517,1.413913,2.034986
70.34769,1633.188,1.377357,2.034678
70.51198,1633.79,1.396235,2.038892
70.67625,1635.333,1.415372,2.043106
70.84054,1637.553,1.43477,2.047319
71.465,1639.961,1.447817,2.045738
72.08945,1641.992,1.460982,2.044157
72.71391,1643.309,1.474267,2.042575
72.7275,1643.947,1.496194,2.041452
72.7411,1644.175,1.518448,2.040329
72.75469,1644.252,1.541033,2.039206
71.78973,1644.378,1.547363,2.033401
70.82478,1644.826,1.553718,2.027597
69.85983,1646.056,1.5601,2.021793
69.55124,1648.514,1.542372,2.02428
69.24266,1652.123,1.524845,2.026767
68.93407,1656.053,1.507518,2.029255
69.29208,1659.245,1.503338,2.028642
69.65009,1661.181,1.49917,2.028029
70.00809,1662.057,1.495013,2.027416
70.4921,1662.35,1.525032,2.03764
70.9761,1662.409,1.555654,2.047863
71.46011,1662.369,1.586891,2.058087
71.99179,1662.185,1.561024,2.062259
72.52348,1661.707,1.535578,2.066431
73.05515,1660.798,1.510548,2.070602
73.50098,1659.493,1.514872,2.07693
73.94682,1658.028,1.519209,2.083257
74.39265,1656.725,1.523558,2.089585
74.29874,1655.822,1.524299,2.08843
74.20482,1655.338,1.52504,2.087274
74.11091,1655.106,1.525782,2.086119
73.98003,1654.875,1.516463,2.086725
73.84914,1654.391,1.507201,2.087331
73.71826,1653.491,1.497996,2.087936
73.74917,1652.196,1.486705,2.086655
73.78008,1650.743,1.475498,2.085373
73.81098,1649.482,1.464376,2.084091
74.33698,1648.742,1.46078,2.082343
74.86298,1648.844,1.457193,2.080595
75.38897,1650.15,1.453615,2.078847
75.37143,1652.875,1.45233,2.076294
75.35388,1656.637,1.451045,2.073741
75.33634,1660.444,1.449762,2.071189
75.03877,1663.345,1.45576,2.07252
74.7412,1665.036,1.461782,2.073852
74.44363,1665.79,1.467829,2.075183
74.46154,1666.044,1.487067,2.073882
74.47946,1666.105,1.506558,2.072582
74.49738,1666.114,1.526304,2.071281
74.59825,1666.114,1.541392,2.072393
74.69912,1666.094,1.556629,2.073505
74.8,1665.994,1.572017,2.074617
74.6,1665.635,1.562924,2.074726
74.39999,1664.715,1.553884,2.074835
74.2,1663.017,1.544896,2.074944
73.94843,1660.644,1.539748,2.073056
73.69688,1657.958,1.534617,2.071169
73.44531,1655.279,1.529503,2.069282
72.69466,1652.695,1.564155,2.063375
71.94401,1650.153,1.599591,2.057469
71.19335,1647.518,1.63583,2.051563
71.85918,1644.93,1.632358,2.047374
72.52502,1643.024,1.628894,2.043186
73.19085,1642.455,1.625437,2.038998
73.59961,1642.879,1.588097,2.03824
74.00836,1643.062,1.551615,2.037483
74.41712,1642.684,1.515971,2.036725
75.13365,1643.089,1.54671,2.038343
75.85019,1645.639,1.578074,2.039961
76.56672,1649.909,1.610073,2.04158
76.88422,1653.956,1.649989,2.039435
77.20172,1656.077,1.690895,2.037291
77.51923,1655.562,1.732814,2.035146
77.57037,1652.521,1.670894,2.037285
77.6215,1647.848,1.611186,2.039423
77.67264,1643.154,1.553612,2.041562
77.2552,1639.917,1.545353,2.043883
76.83775,1638.575,1.537138,2.046204
76.42031,1638.638,1.528966,2.048526
75.54531,1639.321,1.51956,2.050729
74.67031,1640.008,1.510212,2.052931
73.79531,1640.426,1.500922,2.055134
74.33612,1640.557,1.508041,2.056303
74.87694,1640.413,1.515194,2.057472
75.41775,1639.744,1.522381,2.058641
74.94324,1638.076,1.511723,2.059054
74.46874,1635.224,1.501141,2.059466
73.99424,1631.831,1.490632,2.059879
74.28351,1629.047,1.511369,2.061855
74.57277,1627.588,1.532395,2.06383
74.86204,1627.435,1.553713,2.065806
72.825,1877.379,2.260283,2.034298
75.3,1883.444,2.234921,2.03355
76.575,1891.945,2.209153,2.052449
79.04642,1901.367,2.280239,2.075238
81.66369,1903.224,2.344042,2.089171
76.33869,1900.802,2.3109,2.067672
78.59227,1899.649,2.247541,2.057865
77.16763,1901.876,2.322608,2.05184
82.34263,1903.304,2.355429,2.050421
81.06763,1903.343,2.441339,2.047575
80.25,1903.33,2.409122,2.052955
79.27121,1901.071,2.406801,2.054827
82.12121,1888.706,2.374968,2.052258
83.24621,1876.518,2.198074,2.051986
80.76776,1867.902,2.269464,2.053411
77.76029,1864.939,2.39841,2.062962
80.4603,1862.531,2.478404,2.065598
80.46753,1862.118,2.412737,2.076937
79.27499,1865.322,2.330897,2.097104
78.37499,1869.424,2.293281,2.087117
78.37499,1873.571,2.297652,2.081628
79.71749,1886.481,2.303509,2.050296
79.03477,1902.277,2.249048,2.060416
80.82708,1922.429,2.259676,2.046663
81.05958,1937.099,2.390722,2.051192
78.36025,1952.332,2.578135,2.047818
79.7849,1965.547,2.685919,2.053721
81.3599,1977.146,2.748266,2.050165
81.21695,1993.533,2.934124,2.049785
81.89621,2008.939,3.032885,2.046331
79.26785,2018.496,2.907719,2.055377
81.66785,2013.528,2.96716,2.060973
79.49285,1999.183,3.190883,2.065578
80.32121,1979.951,3.287452,2.057043
78.29621,1958.729,3.294914,2.058175
75.82499,1947.962,3.179801,2.05507
78.52079,1944.46,3.143714,2.077254
80.5458,1949.644,2.918885,2.068665
79.64579,1953.582,2.782603,2.06112
79.8,1953.89,2.875592,2.033223
78.29245,1935.349,2.689015,2.02892
82.48458,1907.153,2.668854,2.023048
83.08036,1871.041,2.586805,2.028201
84.2879,1836.813,2.527454,2.031319
83.69577,1815.968,2.344336,2.034273
77.24325,1814.424,2.332628,2.034069
77.53564,1823.371,2.280243,2.048821
76.78564,1838.653,2.386679,2.05001
80.76739,1864.433,2.814274,2.030795
77.475,1891.928,3.03616,2.012291
79.26701,1927.282,3.08705,2.013043
79.04201,1949.725,3.026467,2.024848
78.7353,1972.932,3.048608,2.021375
77.54328,1984.9,2.895472,2.023474
75.74328,1989.205,2.814331,2.024791
77.24645,1993.204,2.782162,2.038982
76.04646,1988.823,2.749826,2.045167
77.76783,1998.47,2.599829,2.057382
79.87138,2013.146,2.651779,2.057407
79.18916,2001.769,2.637535,2.054423
78.21035,1981.976,2.499416,2.04789
77.68536,1968.907,2.51239,2.048091
77.61758,1960.56,2.583253,2.045193
80.475,1961.996,2.65785,2.047654
76.49351,1966.601,2.518039,2.044531
79.64352,1966.665,2.49923,2.053677
77.54351,1964.306,2.568256,2.059194
85.8,1970.443,2.585188,2.05972
85.94579,1979.708,2.552919,2.048917
83.01734,1980.683,2.419844,2.052523
81.65913,1971.921,2.300221,2.058371
79.1811,1930.613,2.277249,2.076026
81.05955,1897.192,2.346448,2.07605
80.91776,1880.058,2.292772,2.077991
81.74239,1875.553,2.253899,2.065801
83.83451,1876.732,2.252825,2.059872
79.78452,1885.781,2.304018,2.068774
81.81713,1899.033,2.299481,2.094558
75.06881,1907.699,2.222037,2.092488
76.70367,1914.15,2.220971,2.076774
75.12505,1917.073,2.321395,2.047577
80.67366,1908.068,2.328704,2.053141
80.38509,1904.988,2.307947,2.056083
78.2887,1909.143,2.405874,2.078257
80.39628,1912.932,2.416656,2.070596
79.49548,1918.536,2.343564,2.079327
81.93107,1919.018,2.223063,2.073484
77.88107,1915.046,2.282255,2.085808
82.23559,1907.388,2.376416,2.075822
82.49999,1903.463,2.529305,2.067735
85.79999,1902.737,2.642318,2.062032
84.82499,1896.025,2.701463,2.061701
82.575,1891.782,2.759251,2.067338
82.34594,1891.957,2.589397,2.070368
80.41587,1896.187,2.534482,2.075459
81.91586,1909.73,2.668766,2.078728
80.04492,1915.059,2.648531,2.070328
80.24999,1913.846,2.452961,2.077497
79.94999,1911.736,2.27777,2.071095
78.14999,1918.836,2.28089,2.076153
79.94216,1929.313,2.272259,2.075741
106.7647,1664.112,1.752321,1.930177
107.9843,1662.692,1.803451,1.934661
105.5575,1661.274,1.802848,1.934043
103.1308,1659.858,1.802246,1.933426
100.704,1658.444,1.801644,1.932808
98.64754,1657.033,1.742047,1.933311
96.5911,1655.625,1.68442,1.933814
94.53467,1654.219,1.6287,1.934317
93.97769,1652.815,1.64127,1.928957
93.42072,1651.414,1.653937,1.923598
92.86375,1650.015,1.666701,1.918239
92.86375,1648.618,1.674529,1.916457
92.86375,1647.224,1.682393,1.914675
92.86375,1645.832,1.690294,1.912893
94.14635,1644.442,1.693205,1.913624
95.42897,1643.682,1.696121,1.914356
96.71158,1642.923,1.699042,1.915087
96.94586,1642.164,1.701085,1.918913
97.18014,1641.406,1.703132,1.922739
97.41442,1640.649,1.70518,1.926565
97.42519,1639.893,1.748019,1.921389
97.43594,1639.137,1.791934,1.916213
97.44671,1638.382,1.836951,1.911037
97.01496,1637.628,1.840661,1.907089
96.58321,1636.874,1.844379,1.903142
96.15147,1636.121,1.848104,1.899195
96.76805,1635.368,1.851821,1.895407
97.38464,1634.616,1.855546,1.891618
98.00123,1633.865,1.859279,1.88783
98.84133,1633.115,1.826518,1.899802
99.68144,1632.365,1.794334,1.911774
100.5215,1631.617,1.762717,1.923745
99.2336,1630.868,1.815919,1.94202
97.94566,1631.494,1.870726,1.960295
96.65771,1632.12,1.927188,1.978569
95.36977,1632.747,1.925762,2.003652
94.08183,1633.373,1.924337,2.028735
92.79388,1633.874,1.922914,2.053818
90.01069,1634.375,1.942168,2.063987
87.22749,1634.876,1.961615,2.074155
84.4443,1635.378,1.981257,2.084324
85.76215,1635.88,1.973988,2.085617
87.08,1636.383,1.966745,2.08691
88.39786,1636.885,1.959529,2.088203
90.04216,1637.388,1.936773,2.07979
91.68647,1637.892,1.914282,2.071376
93.33077,1638.395,1.892052,2.062963
98.17012,1638.899,1.888045,2.054917
103.0095,1639.403,1.884047,2.046871
107.8488,1639.908,1.880057,2.038825
109.8751,1640.413,1.887703,2.027638
111.9013,1640.919,1.89538,2.016452
113.9276,1641.423,1.903089,2.005265
111.7638,1641.929,1.90894,2.005044
109.6001,1642.436,1.91481,2.004823
107.4363,1642.942,1.920697,2.004601
104.1849,1643.449,1.932975,2.003322
100.9335,1643.956,1.945331,2.002043
97.68216,1644.464,1.957766,2.000763
95.67775,1644.971,1.928721,2.005939
93.67333,1645.479,1.900107,2.011114
91.66892,1645.987,1.871917,2.016289
92.30507,1646.496,1.936025,2.019123
92.94121,1647.005,2.002328,2.021957
93.57735,1647.514,2.070902,2.024791
93.06819,1648.024,2.080944,2.018083
92.55903,1648.533,2.091035,2.011376
92.04987,1649.044,2.101175,2.004669
90.29373,1649.554,2.079993,1.991176
88.5376,1650.065,2.059026,1.977683
86.78146,1650.576,2.03827,1.96419
86.97622,1651.087,2.043172,1.953131
87.17097,1651.599,2.048087,1.942073
87.36572,1652.111,2.053014,1.931014
88.09361,1652.624,2.045727,1.928394
88.82151,1653.136,2.038467,1.925775
89.5494,1653.649,2.031233,1.923155
90.68752,1654.163,2.024712,1.923114
91.82563,1655.694,2.018212,1.923074
92.96375,1657.228,2.011733,1.923033
93.69353,1658.765,2.011024,1.926514
94.42332,1660.303,2.010314,1.929995
95.1531,1661.846,2.009606,1.933476
96.44319,1663.391,2.008898,1.94684
97.73328,1664.94,2.008191,1.960204
99.02337,1666.491,2.007484,1.973568
98.34165,1668.045,2.006778,1.985861
97.65993,1667.067,2.006073,1.998153
96.97821,1666.089,2.005368,2.010446
95.97693,1665.113,2.009387,2.018764
94.97565,1664.139,2.013415,2.027081
93.97437,1663.165,2.01745,2.035399
93.89595,1662.192,2.040641,2.027185
93.81752,1661.221,2.064097,2.01897
93.7391,1660.251,2.087824,2.010756
95.22226,1659.281,2.089886,2.010298
96.70541,1658.313,2.091951,2.00984
98.18858,1657.347,2.094018,2.009382
100.4569,1656.381,2.057954,2.002422
102.7253,1655.416,2.022512,1.995462
104.9937,1654.453,1.98768,1.988502
105.7789,1653.491,1.982811,1.987357
106.5641,1652.53,1.977954,1.986212
107.3493,1651.569,1.973109,1.985067
107.9503,1650.61,1.971996,1.97849
108.5513,1649.652,1.970883,1.971912
109.1523,1648.695,1.969772,1.965335
108.2668,1647.74,1.948208,1.967083
107.3814,1646.785,1.926881,1.968832
106.496,1645.832,1.905787,1.970581
104.938,1644.879,1.939266,1.970156
103.3799,1643.928,1.973332,1.969731
101.8219,1642.978,2.007997,1.969306
