GR,Vp,RES,RHOB
77.32127,1885.778,1.667098,2.075217
74.39694,1882.094,1.662615,2.073249
73.04694,1880.463,1.61761,2.075896
71.83962,1880.024,1.621065,2.068084
74.61017,1883.345,1.615667,2.055272
73.86017,1891.82,1.611168,2.042606
74.31005,1896.643,1.59214,2.042594
72.74258,1897.572,1.604707,2.055773
72.14257,1897.973,1.659494,2.062469
71.09283,1897.79,1.63659,2.075928
71.54282,1897.562,1.629025,2.087681
73.714,1897.42,1.635113,2.082546
80.01243,1897.029,1.629438,2.073162
84.21243,1897.349,1.626387,2.062825
85.86625,1897.558,1.640428,2.071079
82.57499,1897.56,1.612954,2.07952
78.89622,1897.517,1.625962,2.086174
77.61773,1897.37,1.58881,2.079307
75.21772,1897.55,1.626706,2.069588
76.26827,1897.56,1.649219,2.063209
76.79317,1897.521,1.640095,2.068237
79.49316,1895.891,1.659156,2.069757
80.8464,1887.602,1.626597,2.066033
81.82499,1882.079,1.60631,2.056421
77.77499,1880.191,1.613112,2.053251
74.31818,1879.649,1.651279,2.045564
74.09319,1880.404,1.66566,2.041396
76.49319,1881.627,1.632069,2.036059
75.075,1884.992,1.649654,2.040267
71.55,1889.654,1.69522,2.050134
72.07136,1888.601,1.680424,2.044537
77.01367,1887.053,1.657095,2.041364
75.58202,1884.139,1.684098,2.034813
75.96066,1875.607,1.66939,2.036836
75.43949,1860.834,1.638127,2.045951
77.16785,1860.637,1.549765,2.048355
75.73923,1866.713,1.553582,2.055022
72.86599,1869.639,1.589889,2.058052
73.01929,1880.864,1.616627,2.068482
72.79791,1883.677,1.569557,2.086607
71.85,1886.561,1.555595,2.093808
72.74295,1875.054,1.582371,2.089717
72.96467,1871.253,1.624222,2.07635
76.18967,1886.136,1.624079,2.078719
77.02171,1892.628,1.631508,2.086508
75.75,1893.662,1.607103,2.094283
75.59634,1891.274,1.629738,2.08589
71.68134,1890.309,1.610126,2.083155
68.68134,1896.855,1.575361,2.090859
68.75262,1891.397,1.586109,2.099963
70.6357,1889.985,1.59289,2.104858
73.88346,1891.031,1.590593,2.101565
70.81585,1895.31,1.61331,2.103542
68.34775,1897.56,1.608027,2.10588
67.11826,1897.56,1.657668,2.105881
65.24326,1897.56,1.630946,2.112815
64.86461,1897.56,1.641657,2.121538
64.78979,1893.295,1.618716,2.128745
67.63978,1877.306,1.578127,2.11706
68.24344,1870.065,1.621223,2.104361
69.89999,1878.609,1.572773,2.091402
71.1,1881.585,1.565806,2.0867
75.74999,1887.702,1.618531,2.079492
74.625,1881.415,1.586724,2.083256
73.425,1884.611,1.575041,2.092154
69,1884.328,1.611019,2.103451
71.02499,1885.28,1.623687,2.108901
69.675,1885.013,1.599356,2.106283
69.6,1881.505,1.58595,2.110702
68.39677,1880.787,1.576713,2.112096
68.99677,1879.447,1.545032,2.112274
71.77177,1866.207,1.569281,2.109044
76.125,1853.804,1.587887,2.107905
77.175,1809.882,1.597552,2.113993
76.65,1785.252,1.814234,2.121543
70.425,1780.602,1.761605,2.127204
68.85,1780.067,1.65294,2.12805
65.99999,1778.4,1.706646,2.129767
68.243,1802.816,1.767062,2.130255
69.80414,1845.137,1.637138,2.129534
74.90414,1877.691,1.617682,2.126305
71.23614,1884.894,1.60838,2.120378
69.675,1881.831,1.533511,2.107504
67.425,1882.124,1.579612,2.103498
72.975,1888.595,1.602934,2.095246
75.5928,1891.219,1.556183,2.098345
75.43937,1892.357,1.612517,2.095193
74.08937,1897.39,1.624283,2.095968
74.98914,1897.56,1.570529,2.095828
76.11417,1896.827,1.558013,2.090293
74.83578,1896.477,1.567796,2.101588
73.94321,1897.478,1.579494,2.112041
77.9216,1902.579,1.582254,2.126033
81.225,1908.845,1.587774,2.123441
80.4,1908.845,1.586226,2.119273
67.94999,1640.576,1.068006,1.890257
67.34999,1636.888,1.06681,1.864906
65.39999,1631.552,1.065972,1.85374
71.69227,1628.301,1.066616,1.85281
71.99227,1628.29,1.068783,1.847166
72.44227,1630.271,1.068933,1.85581
67.9434,1631.376,1.07128,1.834745
68.09339,1631.387,1.071118,1.846292
69.58657,1631.387,1.068576,1.841522
70.94317,1631.485,1.070255,1.837132
67.79317,1634.582,1.078743,1.834515
65.85,1637.692,1.076918,1.838293
62.4,1637.789,1.083984,1.835795
61.05,1637.789,1.086282,1.849592
61.95,1637.789,1.082958,1.837749
61.5,1637.541,1.087825,1.873507
65.55,1634.534,1.086664,1.871406
63.22499,1629.645,1.090129,1.890015
65.62499,1625.476,1.088442,1.866165
64.57499,1625.029,1.093991,1.868267
65.16886,1624.236,1.09345,1.873133
63.96886,1620.323,1.092824,1.861321
60.96332,1618.584,1.090792,1.873722
61.33838,1621.526,1.092475,1.842068
61.48837,1617.485,1.093512,1.854055
65.39392,1615.15,1.095634,1.840826
66.89671,1614.702,1.101437,1.864408
68.0183,1610.627,1.106761,1.874827
63.06829,1606.422,1.110836,1.886774
63.97158,1603.333,1.112734,1.89592
62.34583,1599.936,1.110202,1.886575
64.73994,1596.678,1.111476,1.883811
60.01494,1595.682,1.111786,1.877787
60.9624,1596.089,1.115919,1.865704
59.91236,1599.872,1.111874,1.849599
62.16236,1601.593,1.108639,1.862105
62.76907,1605.623,1.109052,1.899227
64.125,1608.925,1.107899,1.916592
63.75,1611.333,1.108545,1.912515
61.64999,1612.31,1.11299,1.880572
62.25,1612.324,1.113321,1.864214
62.39999,1613.066,1.115623,1.839118
60.74408,1617.494,1.113054,1.835703
61.33751,1623.071,1.11552,1.865923
59.6875,1626.91,1.114756,1.87473
59.84343,1629.129,1.119307,1.886077
58.64999,1630.419,1.117948,1.874913
57.14463,1633.123,1.119479,1.886124
56.98279,1636.371,1.123726,1.894794
59.08279,1643.316,1.125879,1.871374
60.43815,1646.185,1.128052,1.859339
60.45,1642.874,1.131572,1.850758
58.04411,1641.042,1.133355,1.860851
59.31628,1639.241,1.132554,1.883864
60.51628,1638.949,1.13697,1.887565
63.07217,1638.949,1.133469,1.884383
62.85,1639.127,1.133198,1.876928
61.34999,1641.422,1.135506,1.86992
57.14999,1649.06,1.136062,1.868208
53.24471,1658.953,1.135844,1.878367
54.44471,1669.661,1.142683,1.864675
58.04471,1677.296,1.15107,1.854963
60.29414,1681.918,1.162764,1.843011
60.88784,1682.233,1.154013,1.863817
59.38155,1680.352,1.140943,1.873556
61.63739,1676.381,1.139046,1.863592
63.4437,1672.507,1.112644,1.839917
62.7,1670.289,1.109066,1.83401
61.04399,1671.965,1.09454,1.845635
59.83755,1674.95,1.100531,1.870815
62.53755,1678.898,1.102921,1.876359
63.1374,1683.562,1.110267,1.875934
62.53755,1684.767,1.112279,1.87341
62.98755,1684.776,1.092116,1.873264
64.7187,1684.776,1.108755,1.87525
69.975,1684.967,1.093311,1.866668
70.56794,1687.259,1.097301,1.855476
69.28668,1689.556,1.099801,1.832687
65.23669,1689.367,1.096302,1.807302
65.39374,1685.229,1.097311,1.799878
65.55,1679.095,1.085265,1.818071
68.24273,1674.631,1.080933,1.806964
67.86089,1671.625,1.070076,1.795704
70.26089,1670.163,1.064005,1.761716
71.76816,1670.888,1.060829,1.768432
72.6,1672.983,1.069308,1.77701
71.24999,1674.722,1.06707,1.783868
65.24999,1673.717,1.07267,1.784191
65.1,1669.184,1.083071,1.788716
63.44999,1668.096,1.086499,1.810649
67.04324,1670.942,1.081758,1.824818
62.38755,1672.127,1.086038,1.842826
63.13755,1673.901,1.084513,1.837941
61.0443,1676.542,1.084616,1.848225
66.9,1677.498,1.093018,1.83021
68.85,1677.084,1.096419,1.833499
70.05,1671.98,1.101015,1.834825
69.45,1664.165,1.099669,1.847368
67.64393,1657.963,1.092375,1.855288
68.38691,1649.703,1.081679,1.86198
69.73691,1640.519,1.077797,1.868009
70.94299,1634.605,1.079715,1.865733
67.35,1628.074,1.079748,1.866421
64.2,1622.054,1.074331,1.862206
63.75,1616.676,1.069308,1.859793
68.0928,1612.375,1.062361,1.85158
66.66476,1609.672,1.057499,1.850079
68.37621,1612.133,1.056587,1.852113
67.02655,1614.497,1.063593,1.846682
67.40458,1614.564,1.07107,1.849991
65.76814,1614.564,1.077661,1.850473
65.42298,1614.564,1.086522,1.862315
66.39799,1614.533,1.0941,1.865977
65.86944,1613.526,1.103102,1.870702
64.72145,1613.633,1.096089,1.873342
63.29645,1614.412,1.087852,1.866324
66,1613.825,1.084388,1.850451
66.675,1612.09,1.082902,1.846203
69.02499,1611.899,1.091136,1.8596
67.14999,1611.861,1.095071,1.871598
66.925,1610.64,1.091613,1.87365
63.525,1609.351,1.083355,1.859361
64.34675,1607.75,1.079641,1.855124
63.96572,1606.88,1.081951,1.846436
67.86572,1606.677,1.079764,1.848304
67.94396,1604.331,1.08112,1.845971
69.6,1600.695,1.085166,1.851659
68.01849,1597.568,1.084216,1.855491
67.49349,1594.464,1.079955,1.862377
65.61849,1591.908,1.075963,1.864186
67.125,1588.224,1.074162,1.862209
65.625,1585.853,1.078692,1.864396
63.825,1580.988,1.080101,1.857989
61.425,1579.478,1.086399,1.87861
63.15,1577.953,1.088377,1.878102
65.39344,1579.771,1.089518,1.882933
66.51843,1582.271,1.089857,1.863837
66.66843,1587.079,1.092995,1.860888
66.51877,1592.454,1.096184,1.863219
72.06082,1594.061,1.095016,1.868561
70.85426,1592.684,1.094455,1.866071
70.71049,1591.994,1.091605,1.860391
65.01843,1591.975,1.088494,1.861219
68.09298,1591.975,1.091471,1.869499
69.96494,1591.975,1.09175,1.875517
69.80846,1591.975,1.095488,1.870241
68.31211,1591.975,1.089387,1.871155
65.78812,1591.975,1.077818,1.871837
65.26617,1591.97,1.080083,1.874838
66.06724,1591.153,1.083889,1.89146
63.79428,1587.636,1.089148,1.888342
64.36572,1583.345,1.101457,1.880433
61.54301,1575.191,1.099667,1.866053
62.36801,1566.923,1.087876,1.867385
61.72288,1559.931,1.079229,1.87031
62.62288,1554.39,1.047339,1.865391
66.22289,1549.731,1.033576,1.866183
65.475,1547.827,1.048074,1.866654
64.725,1549.233,1.070171,1.87098
64.425,1549.339,1.076373,1.871653
62.84108,1549.283,1.070249,1.876191
63.96608,1547.768,1.065448,1.870131
65.16607,1545.672,1.056487,1.865068
66.29396,1547.698,1.037624,1.852924
68.54397,1551.426,1.03772,1.856287
67.93732,1551.667,1.055653,1.862018
67.19336,1551.856,1.068277,1.871126
67.34336,1556.094,1.079459,1.872244
67.87149,1559.908,1.08164,1.874045
70.415,1564.274,1.07791,1.864495
68.315,1565.438,1.079931,1.85652
67.78687,1565.096,1.076883,1.861405
67.79336,1561.354,1.076162,1.870545
64.78728,1556.476,1.073545,1.866079
65.54392,1554.542,1.077768,1.869564
62.61892,1559.481,1.083942,1.855601
65.02499,1559.256,1.079659,1.871583
63.22499,1554.231,1.067238,1.852034
62.84999,1549.757,1.067471,1.860945
65.54295,1550.37,1.066073,1.855239
63.13717,1551.545,1.064054,1.856311
68.23022,1551.418,1.072709,1.854173
67.63728,1550.55,1.074573,1.84719
67.34306,1550.75,1.069518,1.84829
66,1552.467,1.071961,1.845196
67.05,1553.65,1.07157,1.836871
69.15,1553.176,1.079554,1.824441
70.12499,1552.408,1.087298,1.798371
67.71844,1552.204,1.090952,1.809359
68.91192,1553.29,1.095802,1.786134
70.63691,1553.718,1.094697,1.81228
73.34348,1548.405,1.096185,1.790902
76.8,1541.311,1.104949,1.809121
78.6,1541.639,1.105628,1.785542
80.7,1544.53,1.103945,1.782564
77.55,1545.039,1.099952,1.784716
71.175,1542.063,1.097004,1.804065
67.875,1539.408,1.102435,1.814575
69.52499,1539.73,1.095794,1.821849
72.1435,1540.069,1.092925,1.834979
69.14351,1543.236,1.088727,1.832019
68.69351,1547.242,1.077477,1.82946
70.57132,1549.675,1.078568,1.821921
76.42132,1550.176,1.082193,1.829466
77.01426,1550.179,1.081843,1.833701
74.99294,1550.179,1.082015,1.826588
71.54294,1550.179,1.077319,1.819623
72.3,1550.187,1.081453,1.82496
73.05,1550.948,1.080998,1.836969
74.1,1552.754,1.0822,1.84944
72.7431,1550.67,1.086295,1.856643
73.94309,1550.123,1.092997,1.861158
70.4931,1548.976,1.091555,1.855044
71.39999,1549.985,1.09052,1.833523
68.1,1550.847,1.089025,1.832587
69.825,1544.329,1.08986,1.844562
68.77499,1542.604,1.095466,1.845902
67.27499,1545.474,1.095429,1.836437
66,1545.849,1.091143,1.831221
68.84243,1546.535,1.093339,1.8423
72.59242,1544.356,1.09171,1.851936
77.24242,1544.014,1.09751,1.846581
74.25,1545.087,1.097179,1.838583
72.44347,1548.375,1.103117,1.824585
68.68665,1549.473,1.099305,1.840394
65.23038,1549.473,1.102799,1.853035
66.73692,1548.175,1.102714,1.870018
65.09373,1544.326,1.107184,1.854939
73.04205,1542.135,1.108271,1.856742
74.23485,1539.491,1.105474,1.852832
78.73485,1538.677,1.107389,1.860365
75.29279,1540.573,1.104913,1.851424
68.54449,1544.378,1.103311,1.842563
68.38729,1551.917,1.111545,1.828028
64.18125,1557.184,1.116891,1.815805
68.38676,1556.602,1.133247,1.815324
66.59396,1563.351,1.129149,1.822869
71.09283,1576.275,1.137919,1.835272
68.24284,1578.781,1.138872,1.835698
66.14283,1579.737,1.14172,1.852186
66.45,1580.431,1.140222,1.85046
69.3,1580.607,1.146029,1.858262
65.9946,1579.026,1.143365,1.851947
66.14108,1573.123,1.138274,1.869071
66.74108,1564.207,1.130438,1.875408
75.14648,1557.777,1.129518,1.867172
75,1558.405,1.128824,1.866531
74.25,1556.788,1.12933,1.867939
71.1,1555.033,1.124341,1.877797
68.25,1552.65,1.118757,1.885565
66.75,1551.265,1.110208,1.880076
68.1,1551.46,1.101762,1.870425
70.8,1553.615,1.097237,1.851378
73.34321,1554.898,1.100493,1.849308
69.74321,1555.336,1.104706,1.861545
64.78695,1555.971,1.108803,1.867091
68.9856,1556.689,1.11853,1.871597
71.07862,1559.029,1.124629,1.875308
72.58489,1559.388,1.127191,1.87592
72.74302,1555.452,1.124427,1.877443
78.59156,1553.93,1.124437,1.871739
78.88485,1551.556,1.121306,1.866894
75.28484,1546.741,1.118081,1.859022
65.24328,1541.855,1.120015,1.847632
66.14999,1529.857,1.11904,1.834451
63.44999,1528.876,1.118556,1.844205
64.49381,1536.18,1.109704,1.848064
66.59039,1543.573,1.101159,1.863227
69.14039,1534.271,1.091342,1.850058
70.64657,1530.641,1.097705,1.84507
71.24999,1535.274,1.102556,1.843064
70.04662,1544.725,1.116436,1.843306
73.19662,1546.874,1.124006,1.843194
73.87162,1547.213,1.132049,1.841864
72.66866,1547.405,1.130661,1.850021
72.81866,1547.991,1.134995,1.845191
68.16866,1548.436,1.14633,1.838232
67.27499,1548.282,1.150073,1.838562
66.07499,1545.163,1.160952,1.854287
66.3,1546.109,1.163028,1.86851
70.94273,1554.856,1.178975,1.863204
71.08601,1555.456,1.178677,1.867507
71.68601,1551.215,1.18075,1.873762
69.74329,1549.379,1.17288,1.884685
68.90729,1548.489,1.161088,1.880142
69.95728,1547.28,1.150548,1.876641
69.20728,1544.856,1.140513,1.871846
68.77163,1542.405,1.142274,1.882368
68.59662,1541.888,1.144408,1.885427
67.7626,1541.505,1.146022,1.895307
68.74097,1542.806,1.146476,1.894305
68.75893,1545.443,1.147108,1.898027
68.08642,1545.912,1.146578,1.894686
65.60838,1549.059,1.146766,1.902647
68.91544,1552.123,1.156174,1.904798
70.34313,1551.36,1.165257,1.895309
74.01382,1550.757,1.167855,1.87411
69.88882,1552.438,1.169156,1.857639
72.36765,1554.628,1.155879,1.859886
67.26892,1556.415,1.157471,1.859769
65.53751,1571.32,1.169787,1.861657
60.73751,1579.013,1.190049,1.879574
61.04358,1589.471,1.214811,1.905282
63.3,1591.361,1.224874,1.924965
65.4,1588.389,1.232279,1.919625
70.05,1587.351,1.210358,1.888355
71.85,1587.202,1.198585,1.848573
69.74999,1583.824,1.185648,1.820359
68.55,1578.803,1.181805,1.80476
67.49999,1576.108,1.163476,1.808401
69.44999,1574.493,1.153156,1.813115
67.04699,1574.424,1.135547,1.829396
67.79025,1574.415,1.132238,1.834938
73.19024,1573.518,1.132229,1.846034
77.69324,1571.04,1.131205,1.847348
82.35,1569.177,1.132966,1.854946
79.64999,1564.368,1.128731,1.862749
79.575,1561.739,1.122859,1.871057
77.775,1561.636,1.123611,1.875779
74.77499,1559.119,1.120351,1.868023
75.9,1553.875,1.123124,1.866051
76.79231,1546.738,1.119034,1.873633
81.28492,1540.583,1.113523,1.876335
79.93491,1539.353,1.107544,1.870723
74.99261,1539.724,1.09107,1.859977
70.34363,1544.148,1.083331,1.839495
71.68993,1549.412,1.075114,1.834024
73.18993,1551.62,1.075717,1.827618
73.49631,1551.7,1.073215,1.840394
74.1,1552.942,1.074178,1.839638
74.1,1557.936,1.081119,1.84096
73.95,1558.867,1.088156,1.846966
70.65,1555.674,1.064481,1.865089
69.9,1549.11,1.056296,1.876215
72.3,1547.301,1.050032,1.874349
75.22499,1543.003,1.031559,1.874377
72.97499,1541.806,1.001962,1.866269
74.02499,1541.865,0.979841,1.854117
74.1,1543.472,0.97315,1.832711
77.69273,1547.104,0.968554,1.834456
76.49273,1553.807,0.975455,1.850032
73.93578,1557.48,0.981004,1.866218
71.8363,1558.171,0.966933,1.869012
72.7291,1553.867,0.957347,1.865507
72.21105,1546.788,0.966989,1.858236
70.26154,1540.391,1.007821,1.871882
70.26154,1535.446,1.029474,1.874585
72.28307,1534.908,1.046601,1.867128
73.18933,1540.363,1.045971,1.846702
70.04012,1545.265,1.050388,1.838898
76.49358,1550.381,1.054729,1.840233
78.44012,1554.504,1.067442,1.833611
82.49652,1560.718,1.080217,1.831188
74.24652,1565.219,1.080921,1.830671
75.52161,1569.851,1.081782,1.839674
74.17161,1574.738,1.081769,1.837843
75.0716,1581.214,1.086458,1.837898
73.19347,1585.97,1.087639,1.829298
70.64347,1589.188,1.076904,1.829439
73.79347,1598.977,1.060035,1.833101
80.85,1602.826,1.020502,1.844692
84.6,1601.397,1.037623,1.853105
82.04307,1599.142,1.04858,1.852828
75.1365,1596.544,1.127437,1.852177
76.1865,1594.321,1.172229,1.852295
71.54343,1595.416,1.207542,1.868293
68.55,1600.423,1.27542,1.718821
67.64999,1606.298,1.295324,1.708194
73.2,1607.722,1.2844,1.682868
77.39999,1608.763,1.29397,1.792114
76.5,1610.846,1.316598,1.844279
76.49999,1612.143,1.313014,1.909494
72.44999,1609.215,1.308807,1.904205
71.91793,1603.754,1.306745,1.906769
68.46793,1596.361,1.295494,1.897316
71.76794,1593.74,1.278554,1.924383
70.95,1593.623,1.274315,1.935927
69.75,1594.789,1.260086,1.926729
67.05,1599.485,1.243273,1.914123
62.09999,1604.762,1.231456,1.838025
63.45,1606.299,1.243822,1.778737
64.8,1607.561,1.227175,1.719028
69.9,1611.918,1.227029,1.737965
71.54295,1623.237,1.227565,1.819842
69.73676,1630.875,1.243014,1.914815
70.33676,1633.827,1.268211,1.925978
67.34381,1645.133,1.279499,1.900084
68.25,1650.786,1.288595,1.878015
70.94227,1650.917,1.281096,1.835448
77.38436,1651.398,1.262327,1.844424
80.08436,1654.897,1.253354,1.846499
80.99209,1660.25,1.237458,1.9008
77.55,1659.262,1.239904,1.910934
74.39999,1661.084,1.241531,1.915092
72.74999,1659.518,1.230132,1.902531
71.39999,1658.603,1.21721,1.877127
76.2,1657.488,1.214005,1.833535
72.13696,1655.173,1.209597,1.79463
72.2802,1652.393,1.206701,1.737596
68.52334,1649.361,1.210367,1.71878
67.33638,1648.352,1.216791,1.753645
67.63601,1648.344,1.218622,1.818659
71.69287,1648.344,1.217937,1.856236
73.79287,1647.813,1.242154,1.853428
75.89999,1644.604,1.240346,1.828444
70.05,1644.074,1.227356,1.833947
68.84666,1644.647,1.248046,1.855652
64.79666,1649.46,1.26442,1.902036
67.04665,1654.094,1.266526,1.921623
66.89999,1659.012,1.279059,1.908897
67.87499,1664.929,1.283216,1.876789
69.37499,1681.078,1.291689,1.876131
71.77499,1695.847,1.277633,1.892228
72.975,1694.491,1.266104,1.92034
71.91461,1689.883,1.208193,1.921319
72.02711,1685.277,1.174867,1.923199
72.17712,1685.495,1.174,1.926155
76.3125,1688.675,1.211366,1.917125
76.79762,1692.378,1.213374,1.90984
77.84396,1696.391,1.2514,1.911451
75.14038,1699.97,1.256307,1.931497
76.19276,1705.573,1.269241,1.949373
78.14642,1715.452,1.282158,1.94139
73.875,1718.969,1.286705,1.9207
72.3717,1712.464,1.284927,1.901635
68.7717,1706.254,1.288036,1.889621
71.92169,1706.04,1.285227,1.901138
74.32499,1706.064,1.286496,1.911129
75.6,1708.967,1.290597,1.919221
75.44317,1720.603,1.297698,1.920362
72.81118,1732.995,1.296928,1.913453
73.11118,1735.891,1.298286,1.908547
74.46084,1733.357,1.295415,1.909835
76.04284,1732.415,1.292459,1.901812
74.83628,1731,1.292275,1.909637
77.98579,1726.936,1.286236,1.904648
78.88578,1718.658,1.289768,1.9104
84.59235,1709.956,1.286049,1.909504
84.6,1703.553,1.297479,1.913935
81.89666,1699.138,1.305264,1.924206
75.29665,1696.418,1.31009,1.925834
76.49666,1695.965,1.314369,1.929701
76.94999,1692.585,1.317729,1.925772
78.89999,1687.643,1.308582,1.933053
73.49999,1683.283,1.30384,1.926232
78.44999,1682.9,1.294433,1.925706
76.95,1681.253,1.296752,1.916181
77.84287,1677.599,1.29997,1.918411
72.28597,1674.788,1.305484,1.931411
72.42918,1674.439,1.310827,1.924754
68.98631,1673.89,1.308111,1.922848
73.34321,1670.58,1.306157,1.905233
75.225,1670.033,1.301044,1.918004
76.275,1670.033,1.307589,1.911156
74.32499,1670.047,1.312662,1.91034
73.19999,1672.029,1.320712,1.908089
73.34344,1681.104,1.328626,1.92234
70.04343,1696.307,1.335823,1.932012
75.89343,1709.864,1.339257,1.935479
79.64999,1719.439,1.34553,1.941227
79.49999,1732.481,1.354542,1.947882
73.57499,1733.907,1.363747,1.944342
69.52499,1732.783,1.361407,1.938285
70.575,1728.214,1.363366,1.937899
72.14999,1717.843,1.355275,1.947806
76.04253,1711.378,1.33847,1.946874
79.94254,1716.331,1.33431,1.937962
81.74253,1719.577,1.313481,1.922688
79.64999,1719.812,1.310333,1.922094
74.01865,1718.877,1.305668,1.922165
66.81236,1714.293,1.305098,1.921616
67.11237,1710.832,1.30548,1.910049
69.1437,1710.546,1.3034,1.903758
74.24999,1710.546,1.299355,1.911609
70.5,1710.546,1.297636,1.922855
68.85,1710.546,1.289331,1.925603
66.3,1710.308,1.280594,1.912134
67.19999,1707.661,1.278378,1.905245
69.3,1704.899,1.271479,1.897395
71.69247,1700.591,1.276004,1.906832
75.13501,1695.47,1.27768,1.910481
73.62799,1692.3,1.280969,1.929121
71.23553,1689.483,1.278824,1.929192
67.49298,1687.845,1.268008,1.933324
67.49329,1687.799,1.271816,1.928008
68.3897,1687.799,1.254287,1.929639
73.6397,1687.799,1.254824,1.91994
76.64642,1687.799,1.24672,1.914559
77.39999,1687.799,1.255595,1.900801
77.1,1688.031,1.25779,1.901721
77.99999,1690.61,1.261455,1.89867
77.4,1692.255,1.266747,1.898032
77.1,1692.3,1.269845,1.903291
71.99359,1692.3,1.276027,1.908056
73.03995,1692.232,1.270273,1.923575
73.48994,1690.047,1.271414,1.91976
77.99636,1687.867,1.267997,1.919403
78.3,1687.799,1.262437,1.91039
78.74999,1687.799,1.26136,1.902644
77.54999,1687.799,1.264421,1.899793
74.54999,1687.799,1.265345,1.899337
69.44999,1687.799,1.265089,1.904923
71.24231,1687.799,1.255648,1.90292
74.01731,1687.799,1.253075,1.899836
78.05996,1687.845,1.251894,1.897593
78.36765,1689.483,1.251856,1.889958
75.44265,1692.068,1.24967,1.890442
73.57166,1691.693,1.252989,1.888059
72.96404,1686.554,1.252206,1.904525
77.01405,1680.656,1.256139,1.905373
83.69238,1678.885,1.254675,1.91473
82.72102,1678.899,1.258559,1.901168
82.26367,1682.108,1.257841,1.901378
78.21368,1690.491,1.260623,1.898858
77.53545,1693.868,1.270519,1.903831
73.79279,1696.698,1.288819,1.910669
69.4428,1696.253,1.317166,1.913276
69.45,1692.993,1.328212,1.933146
72.9,1686.677,1.34698,1.949662
76.5,1682.261,1.339332,1.949487
76.64999,1678.376,1.302141,1.937751
75.89291,1674.778,1.290488,1.925961
76.03551,1674.439,1.248096,1.91472
78.58552,1674.439,1.233865,1.910588
80.6926,1674.439,1.209942,1.892623
81,1674.439,1.213168,1.893659
73.49999,1674.439,1.203326,1.884717
79.57499,1695.634,1.199654,1.904482
79.35,1689.715,1.212774,1.907001
79.79623,1687.814,1.20955,1.912862
75.13959,1687.799,1.210476,1.912631
76.18198,1687.799,1.213332,1.912631
75.39825,1687.799,1.215028,1.912631
77.05267,1687.845,1.222207,1.912631
76.30286,1689.575,1.229117,1.912631
72.89036,1695.464,1.234212,1.912631
70.26088,1702.056,1.239252,1.912631
64.86193,1708.468,1.234481,1.912631
63.35556,1714.496,1.229245,1.912631
62.08087,1712.306,1.231138,1.912631
62.08087,1707.239,1.230473,1.912631
62.08087,1706.936,1.234247,1.918219
62.08087,1703.169,1.232463,1.91567
62.08087,1693.136,1.236321,1.915339
62.08087,1685.117,1.238151,1.913386
62.08087,1678.952,1.236229,1.911056
62.08087,1679.827,1.23692,1.905581
62.08087,1682.122,1.233731,1.904649
70.63948,1682.665,1.227262,1.899798
74.23366,1681.895,1.231812,1.904313
76.3391,1684.707,1.241478,1.902983
77.24261,1684.964,1.251662,1.901596
76.8,1680.588,1.260323,1.901614
72.89336,1675.609,1.261334,1.90737
69.14015,1671.361,1.239837,1.91776
68.38306,1668.84,1.234716,1.937251
69.2897,1665.126,1.230779,1.952758
72.89291,1657.159,1.249294,1.958805
73.04287,1652.193,1.272153,1.93754
76.49287,1651.521,1.270512,1.90285
76.2645,1651.511,1.261954,1.91083
73.41491,1650.673,1.230221,1.930535
64.11491,1651.548,1.213729,1.944215
62.24329,1652.329,1.191373,1.918542
61.2,1655.713,1.172745,1.896995
69.37112,1660.905,1.164873,1.898789
73.56362,1664.357,1.154438,1.888885
79.41361,1670.837,1.149626,1.91147
75.2925,1672.968,1.153641,1.927788
72.14298,1673.04,1.148311,1.949122
69.58572,1674.932,1.138468,1.928096
70.03571,1678.337,1.125322,1.904778
70.94272,1678.485,1.115925,1.899936
66.89999,1678.485,1.105666,1.884798
64.04358,1678.485,1.098945,1.890422
64.03635,1678.634,1.100239,1.868429
72.27802,1682.204,1.100667,1.862737
74.98443,1687.711,1.124047,1.848828
75.1344,1693.585,1.133302,1.870235
69.28586,1697.871,1.149541,1.894449
67.92941,1700.226,1.149055,1.911093
67.78668,1700.696,1.140188,1.903808
67.94355,1700.699,1.13902,1.899674
67.65,1700.699,1.143114,1.901972
61.64426,1700.699,1.160942,1.912629
62.98702,1700.699,1.162882,1.916729
67.92971,1700.409,1.162481,1.90902
72.95721,1696.9,1.162397,1.903768
69.95825,1691.372,1.164457,1.901943
63.65982,1685.825,1.161344,1.915369
64.18124,1680.543,1.166057,1.920399
64.93743,1676.48,1.161969,1.922714
70.63601,1671.985,1.156579,1.913216
71.54282,1666.964,1.150849,1.901319
72.66117,1664.023,1.143632,1.908908
73.41833,1662.342,1.139005,1.926901
77.31834,1662.203,1.132179,1.940152
76.94999,1662.203,1.128435,1.932775
77.24999,1662.203,1.121972,1.929663
71.24999,1662.203,1.127558,1.936309
72.3,1662.285,1.115249,1.928223
70.7214,1664.903,1.100794,1.933471
72.51412,1668.88,1.088496,1.936252
70.56413,1675.75,1.090245,1.952828
68.99272,1682.593,1.091524,1.93359
68.39999,1683.975,1.087092,1.922107
69.6,1683.984,1.102851,1.914412
69.15,1683.984,1.128414,1.934863
66.6,1683.984,1.127722,1.946056
66.075,1683.981,1.136812,1.957811
69.825,1683.427,1.136161,1.946744
71.475,1680.71,1.119033,1.945359
