GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
64.26829,1.844329,1.061916,1.107156,1.030073,1.035645,1.04069,1539.136
65.51829,1.846706,1.061732,1.107494,1.03126,1.037333,1.042289,1539.013
66.76829,1.849083,1.061548,1.107833,1.032449,1.039024,1.043892,1538.956
68.01829,1.85146,1.061365,1.108172,1.03364,1.040717,1.045496,1538.963
67.19328,1.85995,1.062976,1.107002,1.036049,1.042779,1.04664,1539.018
66.36829,1.868441,1.06459,1.105833,1.038463,1.044845,1.047784,1539.091
65.54328,1.876931,1.066206,1.104665,1.040884,1.046915,1.04893,1539.148
65.67052,1.878532,1.065246,1.105606,1.038881,1.0449,1.04793,1539.158
65.79776,1.880132,1.064287,1.106547,1.036881,1.042888,1.046931,1539.106
65.925,1.881732,1.063328,1.107489,1.034886,1.040881,1.045932,1539.023
65.475,1.885299,1.06416,1.106502,1.037502,1.04304,1.048211,1538.989
65.02499,1.888866,1.064993,1.105517,1.040124,1.045203,1.050495,1539.064
64.575,1.892434,1.065827,1.104532,1.042753,1.047371,1.052783,1539.224
66.42007,1.8879,1.065038,1.104719,1.041958,1.046779,1.05267,1539.402
68.26515,1.883367,1.06425,1.104907,1.041163,1.046188,1.052557,1539.608
70.11023,1.878834,1.063462,1.105094,1.040369,1.045597,1.052444,1539.954
70.20793,1.878067,1.065174,1.104502,1.044292,1.048911,1.055707,1540.54
70.30564,1.8773,1.066889,1.10391,1.04823,1.052235,1.05898,1541.316
70.40334,1.876533,1.068606,1.103319,1.052183,1.05557,1.062263,1542.082
69.60285,1.872886,1.068004,1.104863,1.053625,1.057216,1.063831,1542.641
68.80237,1.869239,1.067402,1.106409,1.05507,1.058864,1.0654,1542.92
68.00188,1.865592,1.0668,1.107958,1.056516,1.060516,1.066973,1542.957
66.48947,1.874865,1.06791,1.108313,1.055517,1.061062,1.067103,1542.84
64.97707,1.884138,1.069021,1.108669,1.054518,1.061609,1.067234,1542.666
63.46466,1.893411,1.070133,1.109025,1.05352,1.062156,1.067364,1542.523
62.86696,1.89068,1.069357,1.10932,1.04948,1.057524,1.062357,1542.456
62.26926,1.887949,1.068581,1.109616,1.045455,1.052913,1.057374,1542.466
61.67155,1.885219,1.067806,1.109912,1.041446,1.048322,1.052414,1542.5
62.22204,1.888444,1.066734,1.109653,1.040688,1.047305,1.050782,1542.484
62.77253,1.89167,1.065664,1.109394,1.03993,1.046288,1.049152,1542.335
63.32302,1.894896,1.064595,1.109135,1.039172,1.045273,1.047524,1542.005
64.23933,1.885713,1.063708,1.109132,1.041863,1.049379,1.050555,1541.556
65.15563,1.876531,1.062822,1.10913,1.044561,1.0535,1.053594,1541.194
66.07194,1.867348,1.061937,1.109127,1.047266,1.057638,1.056642,1541.124
66.31218,1.871551,1.059888,1.105681,1.04982,1.057914,1.056733,1541.354
66.55241,1.875754,1.057842,1.102246,1.05238,1.058189,1.056823,1541.706
66.79266,1.879958,1.0558,1.098822,1.054946,1.058465,1.056914,1542.039
65.66766,1.874114,1.053195,1.100764,1.047621,1.05249,1.050753,1542.349
64.54266,1.86827,1.050597,1.102709,1.040347,1.04655,1.044627,1542.684
63.41765,1.862426,1.048005,1.104658,1.033124,1.040642,1.038537,1543.033
62.41867,1.860258,1.049747,1.101525,1.028232,1.034968,1.030972,1543.336
61.41969,1.85809,1.051491,1.0984,1.023364,1.029325,1.023463,1543.549
60.4207,1.855922,1.053239,1.095284,1.018518,1.023712,1.016008,1543.677
60.20547,1.85516,1.051067,1.097444,1.029222,1.032901,1.027352,1543.745
59.99023,1.854398,1.0489,1.099609,1.040038,1.042172,1.038823,1543.77
59.77499,1.853635,1.046737,1.101779,1.050968,1.051526,1.050423,1543.742
61,1.858572,1.049073,1.101004,1.050777,1.051248,1.049835,1543.645
62.22499,1.86351,1.051414,1.10023,1.050586,1.05097,1.049247,1543.483
63.45,1.868447,1.053761,1.099456,1.050394,1.050693,1.04866,1543.291
63.57291,1.871275,1.053564,1.097168,1.050315,1.0517,1.050283,1543.112
63.69581,1.874102,1.053368,1.094885,1.050235,1.052709,1.051908,1542.966
63.81872,1.87693,1.053171,1.092606,1.050155,1.053719,1.053537,1542.836
64.24372,1.882687,1.055187,1.095039,1.050784,1.055734,1.055645,1542.698
64.66872,1.888445,1.057206,1.097478,1.051414,1.057753,1.057758,1542.559
65.09372,1.894202,1.059229,1.099921,1.052044,1.059776,1.059874,1542.445
64.89267,1.894255,1.057588,1.099358,1.050521,1.058069,1.058743,1542.386
64.69162,1.894308,1.05595,1.098796,1.049,1.056365,1.057612,1542.387
64.49057,1.894361,1.054315,1.098233,1.047481,1.054663,1.056483,1542.433
64.84159,1.893014,1.056556,1.100315,1.046427,1.052601,1.054955,1542.49
65.1926,1.891667,1.058801,1.102401,1.045374,1.050544,1.05343,1542.517
65.54362,1.89032,1.061052,1.104491,1.044321,1.04849,1.051908,1542.467
67.11862,1.890581,1.060143,1.105184,1.041109,1.044742,1.048814,1542.302
68.69363,1.890841,1.059235,1.105877,1.037906,1.041006,1.04573,1542.029
70.26862,1.891101,1.058327,1.10657,1.034713,1.037285,1.042654,1541.709
69.96967,1.88726,1.058247,1.104354,1.034557,1.038408,1.043857,1541.433
69.67072,1.883418,1.058167,1.102142,1.034401,1.039533,1.045062,1541.264
69.37177,1.879576,1.058087,1.099935,1.034244,1.040658,1.046268,1541.218
70.62169,1.878131,1.059341,1.101823,1.03272,1.039162,1.044404,1541.273
71.87161,1.876686,1.060597,1.103715,1.031198,1.037668,1.042542,1541.399
73.12153,1.875241,1.061854,1.10561,1.029678,1.036177,1.040684,1541.553
71.87153,1.871298,1.060507,1.106003,1.027866,1.033584,1.037351,1541.684
70.62153,1.867355,1.059162,1.106396,1.026058,1.030997,1.034029,1541.747
69.37153,1.863413,1.057818,1.106789,1.024253,1.028417,1.030718,1541.703
70.22153,1.869193,1.061173,1.107742,1.025235,1.028718,1.031231,1541.547
71.07153,1.874974,1.064538,1.108695,1.026218,1.029019,1.031745,1541.342
71.92153,1.880754,1.067914,1.109649,1.027201,1.02932,1.032259,1541.187
70.79768,1.884854,1.068198,1.110346,1.032804,1.03508,1.038174,1541.141
69.67384,1.888954,1.068482,1.111043,1.038437,1.040872,1.044122,1541.188
68.55,1.893054,1.068766,1.111741,1.0441,1.046697,1.050104,1541.293
67.7,1.893418,1.069387,1.110319,1.047083,1.050924,1.054836,1541.419
66.85,1.893782,1.070009,1.108899,1.050074,1.055167,1.059588,1541.545
66,1.894147,1.070631,1.10748,1.053073,1.059428,1.064362,1541.695
65.52827,1.893553,1.071489,1.107731,1.052812,1.058766,1.064739,1541.974
65.05654,1.89296,1.072348,1.107981,1.052551,1.058104,1.065116,1542.521
64.58481,1.892366,1.073208,1.108231,1.052291,1.057443,1.065493,1543.379
63.83481,1.892712,1.071713,1.10685,1.052492,1.057778,1.066111,1544.371
63.08481,1.893059,1.07022,1.10547,1.052694,1.058114,1.06673,1545.189
62.33481,1.893405,1.06873,1.104093,1.052896,1.05845,1.067349,1545.618
63.35752,1.89539,1.070118,1.103837,1.051487,1.056859,1.064242,1545.645
64.38024,1.897376,1.071507,1.103582,1.05008,1.055271,1.061145,1545.395
65.40296,1.899361,1.072899,1.103326,1.048676,1.053685,1.058056,1545.026
64.82469,1.898204,1.069859,1.102248,1.046986,1.051829,1.053891,1544.657
64.24642,1.897047,1.066827,1.10117,1.045299,1.049977,1.049743,1544.32
63.66816,1.89589,1.063804,1.100093,1.043615,1.048128,1.045612,1543.963
65.01589,1.892756,1.061571,1.100805,1.041016,1.04377,1.042634,1543.54
66.36362,1.889622,1.059342,1.101517,1.038424,1.03943,1.039666,1543.077
67.71136,1.886488,1.057118,1.102229,1.035838,1.035107,1.036705,1542.648
67.03653,1.880818,1.052286,1.102197,1.032012,1.030519,1.031175,1542.275
66.3617,1.875148,1.047475,1.102166,1.028201,1.025951,1.025673,1541.904
65.68687,1.869478,1.042687,1.102134,1.024403,1.021404,1.020201,1541.48
65.28687,1.863446,1.038962,1.097255,1.022807,1.023516,1.022238,1541.032
64.88687,1.857415,1.03525,1.092397,1.021212,1.025633,1.024279,1540.653
64.48687,1.851384,1.031551,1.08756,1.01962,1.027754,1.026324,1540.412
64.33691,1.844604,1.02938,1.08588,1.021174,1.029714,1.028229,1540.313
64.18694,1.837824,1.027213,1.084202,1.022731,1.031678,1.030137,1540.313
64.03698,1.831044,1.02505,1.082527,1.024289,1.033646,1.03205,1540.368
63.93909,1.83472,1.022159,1.081561,1.016268,1.027079,1.026984,1540.447
63.84121,1.838395,1.019275,1.080597,1.00831,1.020553,1.021943,1540.536
63.74332,1.842071,1.016399,1.079633,1.000413,1.014069,1.016928,1540.645
64.89332,1.846215,1.015711,1.078315,0.983843,0.991616,0.993048,1540.801
66.04332,1.850359,1.015024,1.076998,0.967547,0.969659,0.969728,1541.015
67.19332,1.854503,1.014337,1.075684,0.951521,0.948189,0.946957,1541.255
67.04555,1.856995,1.018226,1.075205,0.968091,0.966407,0.964536,1541.465
66.89777,1.859486,1.02213,1.074727,0.984949,0.984976,0.982441,1541.608
66.74999,1.861977,1.026049,1.074248,1.0021,1.003901,1.000679,1541.696
66.075,1.859774,1.025038,1.076346,1.00518,1.003985,1.001611,1541.765
65.39999,1.85757,1.024028,1.078449,1.008269,1.00407,1.002543,1541.84
64.725,1.855366,1.023019,1.080555,1.011368,1.004154,1.003477,1541.915
64.825,1.851977,1.024163,1.07884,1.020698,1.017334,1.017931,1541.964
64.925,1.848587,1.025309,1.077128,1.030115,1.030687,1.032594,1541.953
65.02499,1.845197,1.026456,1.075419,1.039618,1.044216,1.047468,1541.859
65.125,1.846193,1.030087,1.074896,1.03809,1.042901,1.044113,1541.689
65.225,1.847189,1.033732,1.074373,1.036565,1.041588,1.040769,1541.493
65.325,1.848184,1.037389,1.073851,1.035042,1.040276,1.037435,1541.337
67.94743,1.848052,1.038113,1.074541,1.033815,1.039173,1.036573,1541.282
70.56985,1.84792,1.038837,1.075232,1.03259,1.038071,1.035712,1541.352
73.19227,1.847787,1.039562,1.075923,1.031366,1.03697,1.034852,1541.523
72.59227,1.852699,1.04255,1.080663,1.023912,1.029749,1.02801,1541.736
71.99226,1.857611,1.045547,1.085424,1.016512,1.022578,1.021214,1541.917
71.39227,1.862523,1.048552,1.090206,1.009165,1.015456,1.014462,1542.013
71.34227,1.865223,1.048066,1.089718,1.012856,1.018626,1.018028,1542.013
71.29227,1.867923,1.047581,1.089231,1.01656,1.021806,1.021607,1541.943
71.24227,1.870622,1.047095,1.088744,1.020278,1.024996,1.025199,1541.855
70.04485,1.869971,1.04995,1.088954,1.024927,1.028777,1.029896,1541.811
68.84743,1.869319,1.052812,1.089164,1.029597,1.032571,1.034614,1541.878
67.65,1.868667,1.055682,1.089375,1.034288,1.03638,1.039354,1542.079
69.1,1.865511,1.052942,1.088648,1.036001,1.040637,1.042443,1542.353
70.55,1.862355,1.050208,1.087922,1.037717,1.044912,1.045541,1542.586
72,1.859198,1.047482,1.087197,1.039436,1.049204,1.048649,1542.745
71.44789,1.855878,1.049517,1.088314,1.036798,1.045142,1.043973,1542.932
70.89577,1.852557,1.051555,1.089432,1.034166,1.041096,1.039317,1543.255
70.34367,1.849237,1.053596,1.090551,1.03154,1.037066,1.034682,1543.68
68.99163,1.846357,1.053479,1.093022,1.027712,1.033515,1.031855,1544.06
67.63959,1.843477,1.053361,1.095497,1.023898,1.029977,1.029035,1544.296
66.28755,1.840597,1.053243,1.097979,1.020098,1.02645,1.026224,1544.39
65.36147,1.835914,1.054308,1.092772,1.023119,1.026191,1.023728,1544.391
64.43538,1.831231,1.055374,1.087589,1.026149,1.025932,1.021239,1544.338
63.50929,1.826548,1.056441,1.082431,1.029188,1.025673,1.018756,1544.246
63.1614,1.826811,1.054488,1.082551,1.032795,1.030567,1.026074,1544.104
62.81351,1.827075,1.052538,1.08267,1.036416,1.035484,1.033444,1543.891
62.46562,1.827339,1.050592,1.08279,1.040049,1.040425,1.040868,1543.602
63.01766,1.833011,1.050465,1.082538,1.047644,1.049223,1.051033,1543.275
63.5697,1.838683,1.050338,1.082285,1.055296,1.058095,1.061298,1542.96
64.12173,1.844356,1.050211,1.082033,1.063003,1.067042,1.071663,1542.648
62.69588,1.850245,1.050757,1.081088,1.059914,1.066086,1.072069,1542.253
61.27004,1.856134,1.051304,1.080143,1.056834,1.06513,1.072474,1541.714
59.84419,1.862023,1.051851,1.079199,1.053763,1.064175,1.07288,1541.109
60.1181,1.862459,1.050187,1.077741,1.047279,1.055061,1.061887,1540.621
60.39201,1.862895,1.048526,1.076284,1.040835,1.046024,1.051006,1540.381
60.66592,1.863331,1.046868,1.074829,1.034431,1.037065,1.040237,1540.42
60.71592,1.858959,1.046103,1.072772,1.031111,1.033517,1.0351,1540.72
60.76592,1.854587,1.045338,1.070718,1.027802,1.029982,1.029989,1541.224
60.81592,1.850215,1.044574,1.068668,1.024504,1.026458,1.024904,1541.807
61.81786,1.84388,1.04351,1.070105,1.019328,1.018652,1.017738,1542.326
62.8198,1.837545,1.042448,1.071544,1.014178,1.010906,1.010622,1542.714
63.82174,1.83121,1.041386,1.072984,1.009054,1.003218,1.003556,1542.963
64.49783,1.82965,1.033408,1.071066,1.016046,1.007393,1.011717,1543.064
65.17391,1.828089,1.025491,1.06915,1.023086,1.011585,1.019943,1543.04
65.85,1.826528,1.017634,1.067238,1.030176,1.015795,1.028237,1542.969
66.35,1.827232,1.011739,1.063735,1.020418,1.008184,1.021703,1542.94
66.85,1.827937,1.005878,1.060242,1.010752,1.000631,1.015212,1542.972
67.35,1.828641,1.000052,1.056761,1.001178,0.993133,1.008761,1543.039
66.64999,1.834167,0.99598,1.052474,0.992255,0.990451,1.005127,1543.099
65.95,1.839692,0.991924,1.048203,0.983412,0.987775,1.001506,1543.104
65.24999,1.845218,0.987886,1.04395,0.974647,0.985107,0.997899,1542.981
64.84999,1.843229,0.982585,1.038557,0.969854,0.980536,0.990448,1542.658
64.45,1.84124,0.977313,1.033191,0.965086,0.975985,0.983052,1542.153
64.05,1.839251,0.972069,1.027853,0.96034,0.971456,0.975712,1541.615
63.14791,1.845243,0.973624,1.027848,0.935234,0.939457,0.940001,1541.201
62.24582,1.851235,0.975181,1.027843,0.910785,0.908512,0.905597,1540.951
61.34373,1.857227,0.976741,1.027838,0.886974,0.878587,0.872453,1540.79
61.44374,1.855601,0.977034,1.029509,0.88234,0.873591,0.869618,1540.644
61.54374,1.853976,0.977327,1.031183,0.87773,0.868624,0.866792,1540.496
61.64374,1.852351,0.97762,1.03286,0.873145,0.863685,0.863976,1540.375
62.29374,1.856918,0.978723,1.028448,0.918687,0.912451,0.916203,1540.313
62.94374,1.861485,0.979827,1.024055,0.966604,0.963972,0.971588,1540.333
63.59374,1.866052,0.980932,1.019681,1.017021,1.018401,1.03032,1540.441
64.29356,1.860792,0.981265,1.019731,1.017026,1.021215,1.034555,1540.624
64.99339,1.855531,0.981597,1.019782,1.017031,1.024037,1.038808,1540.839
65.69321,1.850271,0.98193,1.019832,1.017036,1.026866,1.043078,1541.029
66.24219,1.851396,0.981417,1.020152,1.011608,1.024332,1.039896,1541.166
66.79116,1.852521,0.980905,1.020472,1.00621,1.021803,1.036724,1541.264
67.34014,1.853647,0.980392,1.020792,1.00084,1.019282,1.033561,1541.365
66.09014,1.850301,0.980802,1.023082,0.97888,0.991956,1.00199,1541.492
64.84014,1.846956,0.981211,1.025376,0.957403,0.965363,0.971383,1541.635
63.59014,1.843611,0.981621,1.027676,0.936396,0.939482,0.941712,1541.763
63.8424,1.844817,0.984339,1.026071,0.934438,0.936573,0.938527,1541.865
64.09466,1.846023,0.987064,1.024469,0.932484,0.933673,0.935352,1541.966
64.34692,1.84723,0.989797,1.02287,0.930534,0.930781,0.932189,1542.107
64.39795,1.844338,0.994216,1.026121,0.950167,0.947875,0.949735,1542.306
64.44897,1.841445,0.998654,1.029383,0.970215,0.965283,0.967612,1542.53
64.5,1.838553,1.003112,1.032656,0.990685,0.983011,0.985825,1542.725
66.45,1.836256,1.005736,1.036554,0.996747,0.991447,0.996919,1542.851
68.4,1.833959,1.008367,1.040468,1.002845,0.999955,1.008139,1542.904
70.35,1.831662,1.011005,1.044396,1.008981,1.008537,1.019485,1542.901
68.9,1.825478,1.009776,1.042542,1.012416,1.013272,1.026599,1542.857
67.45,1.819294,1.008549,1.040691,1.015862,1.018029,1.033763,1542.781
66,1.81311,1.007323,1.038844,1.01932,1.022808,1.040977,1542.693
66.39886,1.814134,1.006685,1.040982,1.018276,1.026807,1.045647,1542.617
66.79774,1.815159,1.006048,1.043125,1.017232,1.03082,1.050337,1542.568
67.1966,1.816183,1.005411,1.045272,1.01619,1.03485,1.055049,1542.547
65.3466,1.82019,1.005345,1.045857,1.006864,1.027161,1.046753,1542.544
63.4966,1.824197,1.005279,1.046442,0.997625,1.019529,1.038522,1542.554
61.64661,1.828205,1.005213,1.047028,0.98847,1.011953,1.030356,1542.573
62.44661,1.835617,1.008703,1.050145,0.974098,0.993663,1.010258,1542.611
63.24661,1.843029,1.012204,1.053271,0.959935,0.975704,0.990553,1542.696
64.04661,1.850442,1.015717,1.056407,0.945978,0.958069,0.971232,1542.859
64.67158,1.851528,1.013999,1.055139,0.946565,0.955414,0.967916,1543.104
65.29654,1.852614,1.012283,1.053873,0.947153,0.952766,0.964612,1543.379
65.92151,1.8537,1.01057,1.052608,0.94774,0.950125,0.961319,1543.598
67.86903,1.853745,1.012903,1.054192,0.958135,0.961811,0.971459,1543.691
69.81655,1.85379,1.015242,1.055779,0.968644,0.973641,0.981707,1543.63
71.76408,1.853835,1.017586,1.057367,0.979268,0.985616,0.992062,1543.446
71.61408,1.851161,1.018576,1.056676,0.984626,0.992287,0.999353,1543.212
71.46408,1.848488,1.019567,1.055985,0.990012,0.999004,1.006698,1543.009
71.31409,1.845814,1.020558,1.055294,0.995428,1.005766,1.014097,1542.883
71.3379,1.845327,1.021896,1.059279,0.99805,1.009508,1.018514,1542.801
71.36171,1.84484,1.023236,1.063279,1.000679,1.013264,1.02295,1542.665
71.38552,1.844353,1.024578,1.067294,1.003314,1.017034,1.027405,1542.413
71.38685,1.845921,1.025487,1.069376,0.99687,1.008964,1.017463,1542.146
71.38817,1.84749,1.026398,1.071462,0.990467,1.000958,1.007617,1542.096
71.3895,1.849058,1.027309,1.073552,0.984105,0.993016,0.997866,1542.407
73.8895,1.848019,1.028616,1.072601,0.993178,1.001376,1.006328,1542.972
76.3895,1.84698,1.029925,1.07165,1.002334,1.009807,1.014861,1543.536
78.8895,1.84594,1.031236,1.070701,1.011575,1.018308,1.023468,1543.925
78.14086,1.844235,1.033982,1.072825,1.015657,1.022004,1.026914,1544.132
77.39223,1.84253,1.036735,1.074952,1.019755,1.025712,1.030371,1544.236
76.64359,1.840824,1.039495,1.077084,1.02387,1.029435,1.033841,1544.308
76.8923,1.84011,1.040476,1.079255,1.015497,1.022613,1.026808,1544.376
77.14102,1.839396,1.041457,1.08143,1.007192,1.015836,1.019824,1544.458
77.38973,1.838682,1.042439,1.083609,0.998955,1.009104,1.012886,1544.578
76.83733,1.840052,1.043615,1.085873,1.006171,1.017012,1.021582,1544.773
76.28491,1.841422,1.044792,1.088142,1.01344,1.024982,1.030352,1545.052
75.73251,1.842792,1.04597,1.090416,1.020761,1.033014,1.039197,1545.363
75.88348,1.842047,1.04668,1.091416,1.017321,1.029493,1.034273,1545.615
76.03447,1.841302,1.04739,1.092416,1.013894,1.025984,1.029372,1545.728
76.18545,1.840558,1.048101,1.093417,1.010478,1.022487,1.024495,1545.678
74.78789,1.839153,1.049926,1.0931,1.004759,1.016771,1.018987,1545.501
73.39032,1.837748,1.051754,1.092782,0.999072,1.011087,1.013509,1545.274
71.99276,1.836343,1.053586,1.092465,0.993418,1.005434,1.008061,1545.087
71.34517,1.835112,1.055024,1.095322,0.997755,1.007863,1.010617,1545.012
70.69759,1.833882,1.056465,1.098185,1.002111,1.010298,1.01318,1545.073
70.05,1.832651,1.057907,1.101057,1.006486,1.012738,1.015749,1545.235
69.89999,1.838696,1.057934,1.103847,1.012589,1.021083,1.025627,1545.41
69.75,1.844742,1.05796,1.106644,1.018729,1.029496,1.035601,1545.447
69.6,1.850787,1.057986,1.109448,1.024906,1.037979,1.045671,1545.172
70.05,1.848997,1.057302,1.109658,1.025507,1.036976,1.04515,1544.497
70.49999,1.847208,1.056619,1.109868,1.026109,1.035975,1.04463,1543.542
70.94999,1.845418,1.055936,1.110078,1.026711,1.034974,1.044109,1542.594
71.72376,1.843648,1.05864,1.108762,1.024738,1.033515,1.042178,1541.895
72.49753,1.841877,1.06135,1.107448,1.022769,1.032059,1.040251,1541.502
73.2713,1.840107,1.064068,1.106136,1.020804,1.030604,1.038328,1541.337
75.1213,1.835384,1.065074,1.109934,1.022016,1.03039,1.037415,1541.292
76.97131,1.83066,1.066081,1.113745,1.02323,1.030177,1.036502,1541.297
78.8213,1.825937,1.067089,1.117569,1.024445,1.029963,1.035591,1541.318
78.97131,1.825478,1.069417,1.121088,1.024694,1.029017,1.034906,1541.349
79.1213,1.82502,1.071751,1.124619,1.024942,1.028072,1.034222,1541.399
79.2713,1.824561,1.074089,1.12816,1.025191,1.027127,1.033538,1541.486
77.94753,1.827019,1.077107,1.127733,1.029892,1.032176,1.038848,1541.615
76.62376,1.829476,1.080134,1.127305,1.034616,1.037249,1.044186,1541.785
75.3,1.831934,1.083169,1.126878,1.039361,1.042348,1.049551,1542.013
74.84748,1.833994,1.086478,1.127016,1.044297,1.047868,1.053777,1542.386
74.39497,1.836053,1.089797,1.127154,1.049256,1.053417,1.05802,1543.021
73.94245,1.838113,1.093126,1.127291,1.054239,1.058996,1.062281,1543.931
73.14246,1.841674,1.095128,1.130252,1.056713,1.060791,1.064793,1544.917
72.34245,1.845234,1.097134,1.133221,1.059193,1.062588,1.067311,1545.667
71.54246,1.848795,1.099144,1.136197,1.061678,1.064388,1.069835,1546.017
72.09135,1.852192,1.101986,1.138078,1.06473,1.067353,1.071534,1546.111
72.64023,1.855589,1.104835,1.139961,1.06779,1.070327,1.073236,1546.261
73.18912,1.858985,1.107692,1.141848,1.070859,1.073309,1.074941,1546.631
