Depth (mbsf),GR,Vp,RES,RHOB
104.2416,66.57376,1585.438,1.992856,1.872894
104.394,69.73335,1577.503,2.446665,1.854029
104.5464,70.78535,1568.086,1.777788,1.840819
104.6988,67.70099,1566.527,1.416144,1.835385
104.8512,63.3348,1560.323,1.533774,1.848724
105.0036,63.48742,1571.212,1.647412,1.849897
105.156,62.38229,1574.352,1.478435,1.859972
105.3084,65.74323,1574.352,1.514004,1.877928
105.4608,65.24185,1574.352,1.607088,1.889131
105.6132,64.14029,1571.212,1.554922,1.886719
105.7656,61.77904,1563.418,1.341026,1.858132
105.918,61.22944,1560.323,1.36065,1.853177
106.0704,61.83861,1563.418,1.296217,1.857391
106.2228,63.62163,1560.323,1.273252,1.861117
106.3752,64.82527,1554.167,1.299403,1.841794
106.5276,65.31747,1540.495,1.234339,1.827625
106.68,62.73622,1533.002,1.196452,1.803216
106.8324,58.73689,1530.025,1.194216,1.762059
106.9848,57.20491,1530.025,1.189011,1.726683
107.1372,57.68346,1530.025,1.163869,1.740237
107.2896,58.01974,1537.489,1.201075,1.730873
107.442,59.4534,1540.495,1.20566,1.740126
107.5944,61.25887,1543.512,1.246221,1.745685
107.7468,63.56782,1540.495,1.308021,1.759495
107.8992,64.01918,1540.495,1.370707,1.755038
108.0516,63.49043,1540.495,1.424872,1.740538
108.204,62.83641,1546.542,1.351291,1.739882
108.3564,61.59203,1546.542,1.350527,1.743707
108.5088,59.33542,1546.542,1.485466,1.751382
108.6612,60.43888,1549.583,1.397306,1.746217
108.8136,60.02824,1551.108,1.305091,1.762632
108.966,56.87058,1554.167,1.255645,1.781141
109.1184,54.41317,1554.167,1.260309,1.783626
109.2708,49.74902,1549.583,1.225184,1.770651
109.4232,52.60478,1546.542,1.228136,1.746016
109.5756,51.0743,1540.495,1.279122,1.737824
109.728,51.42387,1540.495,1.344568,1.731105
109.8804,48.897,1537.489,1.372817,1.725044
110.0328,49.1254,1537.489,1.245771,1.72836
110.1852,50.62827,1537.489,1.215868,1.737207
110.3376,50.19756,1540.495,1.162375,1.740465
110.49,53.20274,1540.495,1.14778,1.761757
110.6424,59.6254,1543.512,1.197763,1.764627
110.7948,67.70142,1554.167,1.199032,1.808116
110.9472,69.96221,1560.323,1.246665,1.818444
111.0996,70.55949,1551.108,1.20377,1.835232
111.252,69.47337,1543.512,1.233464,1.809564
111.4044,69.22555,1540.495,1.158274,1.801669
111.5568,69.37823,1540.495,1.170445,1.793705
111.7092,72.42027,1540.495,1.241201,1.798358
111.8616,73.75891,1543.512,1.276662,1.793767
112.014,71.04984,1543.512,1.282706,1.791874
112.1664,65.83402,1546.542,1.225766,1.787866
112.3188,62.93774,1546.542,1.159779,1.781789
112.4712,62.89076,1540.495,1.136421,1.801138
112.6236,62.00999,1540.495,1.156379,1.80046
112.776,62.00999,1546.542,1.160759,1.783558
112.9284,61.90969,1551.108,1.150622,1.780536
113.0808,66.7274,1554.167,1.185112,1.78533
113.2332,66.50171,1557.239,1.188878,1.790292
113.3856,66.95309,1549.583,1.168589,1.78855
113.538,60.65899,1546.542,1.13968,1.788415
113.6904,56.66947,1543.512,1.143696,1.782997
113.8428,50.95213,1537.489,1.121542,1.753017
113.9952,50.70137,1540.495,1.093125,1.746328
114.1476,53.31171,1540.495,1.098405,1.730366
114.3,57.44629,1551.108,1.135345,1.758844
114.4524,61.70702,1557.239,1.237682,1.776789
114.6048,64.55316,1566.527,1.203251,1.804641
114.7572,65.88515,1557.239,1.164585,1.788185
114.9096,64.98239,1551.108,1.122261,1.79269
115.062,63.58772,1557.239,1.151081,1.782918
115.2144,65.71918,1563.418,1.147264,1.77766
